Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2026.06.01 14:59:49;Sell;0.1;USOIL;93.002;0.1;2026.06.01 15:21:08;92.402;-0.7;;60
2026.06.01 14:04:32;Sell;0.1;USOIL;92.531;0.1;2026.06.01 14:16:43;91.931;-0.7;;60
2026.06.01 13:27:25;Sell;0.1;USOIL;91.289;0.1;2026.06.01 13:36:43;91.289;-0.7;;0
2026.06.01 13:26:55;Sell;1;USOIL;91.271;1;2026.06.01 13:27:12;91.233;-7;;38
2026.06.01 12:09:47;Buy;0.1;GBPUSD;1.3464600000000002;0.1;2026.06.01 13:05:15;1.34546;-0.5;;-10
2026.06.01 12:55:01;Buy;0.05;XAUUSD;4506.176;0.05;2026.06.01 13:03:44;4496.176;-0.35;;-50
2026.06.01 12:09:24;Buy;0.1;GBPUSD;1.34671;0.1;2026.06.01 13:02:46;1.34571;-0.5;;-10
2026.06.01 12:15:05;Buy;0.1;GBPUSD;1.3462800000000001;0.1;2026.06.01 13:02:45;1.34578;-0.5;;-5
2026.06.01 11:55:33;Sell;0.05;XAUUSD;4507.284;0.05;2026.06.01 12:05:13;4507.285;-0.35;;-0.01
2026.06.01 11:30:37;Buy;1;DE30;25200.300000000003;1;2026.06.01 11:39:20;25247;-0.62;;54.38
2026.06.01 10:20:06;Buy;0.1;XAUUSD;4498.851000000001;0.1;2026.06.01 10:30:59;4503.851;-0.7;;50
2026.06.01 08:37:43;Buy;0.1;XAUUSD;4495;0.1;2026.06.01 08:43:37;4500;-0.7;;50
2026.06.01 08:36:52;Buy;1;XAUUSD;4495;1;2026.06.01 08:36:57;4495.07;-7;;7
2026.06.01 01:37:17;Buy;0.1;USOIL;88.815;0.1;2026.06.01 08:33:56;89.815;-0.7;;100
2026.06.01 07:54:23;Sell;1;US30;51090.600000000006;1;2026.06.01 08:00:36;51140.6;-0.62;;-50
2026.06.01 05:52:13;Buy;0.01;USOIL;88.68599999999999;0.01;2026.06.01 06:16:29;88.907;-0.07;;2.21
2026.06.01 05:30:40;Buy;0.01;USOIL;88.633;0.01;2026.06.01 05:34:27;88.833;-0.07;;2
2026.05.31 14:45:03;Sell;0.25;BTCUSD;73530.84;0.25;2026.05.31 23:02:00;73932.08;-1;;-100.31
2026.05.31 14:43:30;Balance;;;;;;;;;2000
