Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2026.06.02 17:00:01;Buy;55.77;USDJPY.fx;159.849;159.799;160.849;2026.06.02 17:00:36;159.851;;;6.98;
2026.06.02 16:59:50;Sell Stop;55.77;USDJPY.fx;159.802;159.852;158.802;2026.06.02 17:00:04;159.840;;;;cancelled
2026.06.02 16:52:50;Buy Stop;55.77;USDJPY.fx;159.876;159.826;160.876;2026.06.02 16:52:58;159.840;;;;cancelled
2026.06.02 16:52:50;Sell Stop;55.77;USDJPY.fx;159.791;159.841;158.791;2026.06.02 16:52:57;159.825;;;;cancelled
2026.06.01 16:59:50;Sell Stop;55.77;USDJPY.fx;159.708;159.758;158.708;2026.06.01 17:01:00;159.751;;;;cancelled
2026.06.01 16:59:50;Buy Stop;55.77;USDJPY.fx;159.795;159.745;160.795;2026.06.01 17:01:00;159.762;;;;cancelled
2026.05.28 16:59:50;Sell Stop;85.77;USDJPY.fx;159.413;159.463;158.413;2026.05.28 17:00:15;159.462;;;;cancelled
2026.05.28 16:59:50;Buy Stop;85.77;USDJPY.fx;159.494;159.444;160.494;2026.05.28 17:00:15;159.473;;;;cancelled
2026.05.28 16:53:50;Buy Stop;85.77;USDJPY.fx;159.468;159.418;160.468;2026.05.28 16:53:53;159.434;;;;cancelled
2026.05.28 16:53:50;Sell Stop;85.77;USDJPY.fx;159.387;159.437;158.387;2026.05.28 16:53:52;159.423;;;;cancelled
2026.05.28 15:29:50;Buy Stop;85.77;USDJPY.fx;159.443;159.393;160.443;2026.05.28 15:30:12;159.392;;;;cancelled
2026.05.28 15:30:01;Sell;85.77;USDJPY.fx;159.376;159.426;158.376;2026.05.28 15:30:01;159.426;;;-269.00;[sl]
2026.05.28 15:23:50;Buy Stop;85.77;USDJPY.fx;159.471;159.421;160.471;2026.05.28 15:23:52;159.436;;;;cancelled
2026.05.28 15:23:50;Sell Stop;85.77;USDJPY.fx;159.390;159.440;158.390;2026.05.28 15:23:51;159.425;;;;cancelled
2026.05.27 05:00:32;Buy;85.77;NZDUSD.fx;0.58646;;;2026.05.27 05:00:44;0.58577;;;-591.81;
2026.05.27 05:00:12;Buy;85.77;NZDUSD.fx;0.58536;0.58486;0.59536;2026.05.27 05:00:24;0.58526;;;-85.77;
2026.05.27 04:59:50;Sell Stop;85.77;NZDUSD.fx;0.58506;0.58556;0.57506;2026.05.27 05:00:13;0.58532;;;;cancelled
2026.05.27 04:56:50;Sell Stop;85.77;NZDUSD.fx;0.58379;0.58429;0.57379;2026.05.27 04:56:52;0.58414;;;;cancelled
2026.05.27 04:56:50;Buy Stop;85.77;NZDUSD.fx;0.58462;0.58412;0.59462;2026.05.27 04:56:52;0.58427;;;;cancelled
2026.05.26 16:59:50;Buy Stop;85.77;USDJPY.fx;159.316;159.266;160.316;2026.05.26 17:00:24;159.289;;;;cancelled
2026.05.26 16:59:50;Sell Stop;85.77;USDJPY.fx;159.235;159.285;158.235;2026.05.26 17:00:23;159.278;;;;cancelled
2026.05.26 16:52:50;Sell Stop;85.77;USDJPY.fx;159.250;159.300;158.250;2026.05.26 16:52:51;159.280;;;;cancelled
2026.05.26 16:52:50;Buy Stop;85.77;USDJPY.fx;159.336;159.286;160.336;2026.05.26 16:52:51;159.295;;;;cancelled
2026.05.22 08:59:50;Sell Stop;85.77;GBPUSD.fx;1.34182;1.34232;1.33182;2026.05.22 09:00:30;1.34209;;;;cancelled
2026.05.22 08:59:50;Buy Stop;85.77;GBPUSD.fx;1.34268;1.34218;1.35268;2026.05.22 09:00:30;1.34223;;;;cancelled
2026.05.22 07:57:50;Sell Stop;85.77;GBPUSD.fx;1.34271;1.34321;1.33271;2026.05.22 07:57:51;1.34306;;;;cancelled
2026.05.22 07:57:50;Buy Stop;85.77;GBPUSD.fx;1.34355;1.34305;1.35355;2026.05.22 07:57:51;1.34320;;;;cancelled
2026.05.21 15:29:50;Buy Stop;85.77;USDJPY.fx;159.219;159.169;160.219;2026.05.21 15:30:12;159.184;;;;cancelled
2026.05.21 15:29:50;Sell Stop;85.77;USDJPY.fx;159.138;159.188;158.138;2026.05.21 15:30:11;159.169;;;;cancelled
2026.05.21 15:23:50;Buy Stop;85.77;USDJPY.fx;159.216;159.166;160.216;2026.05.21 15:23:55;159.181;;;;cancelled
2026.05.21 15:23:50;Sell Stop;85.77;USDJPY.fx;159.135;159.185;158.135;2026.05.21 15:23:54;159.170;;;;cancelled
2026.05.20 09:00:37;Sell;85.77;GBPUSD.fx;1.33768;1.33818;1.32768;2026.05.20 09:00:39;1.33818;;;-428.85;[sl]
2026.05.20 08:59:50;Buy Stop;85.77;GBPUSD.fx;1.33833;1.33783;1.34833;2026.05.20 09:00:39;1.33812;;;;cancelled
2026.05.20 08:51:50;Buy Stop;85.77;GBPUSD.fx;1.33946;1.33896;1.34946;2026.05.20 08:51:54;1.33911;;;;cancelled
2026.05.20 08:51:50;Sell Stop;85.77;GBPUSD.fx;1.33862;1.33912;1.32862;2026.05.20 08:51:53;1.33898;;;;cancelled
2026.05.19 15:30:03;Buy;85.77;USDCAD.fx;1.37547;1.37497;1.38547;2026.05.19 15:30:07;1.37565;;;112.23;
2026.05.19 15:29:50;Sell Stop;85.77;USDCAD.fx;1.37529;1.37579;1.36529;2026.05.19 15:30:06;1.37564;;;;cancelled
2026.05.19 15:27:50;Sell Stop;85.77;USDCAD.fx;1.37477;1.37527;1.36477;2026.05.19 15:27:51;1.37511;;;;cancelled
2026.05.19 15:27:50;Buy Stop;85.77;USDCAD.fx;1.37559;1.37509;1.38559;2026.05.19 15:27:51;1.37523;;;;cancelled
2026.05.19 09:00:25;Sell;85.77;GBPUSD.fx;1.34122;1.34172;1.33122;2026.05.19 09:00:29;1.34137;;;-128.66;
2026.05.19 08:59:50;Buy Stop;85.77;GBPUSD.fx;1.34182;1.34132;1.35182;2026.05.19 09:00:26;1.34146;;;;cancelled
2026.05.19 08:57:50;Sell Stop;85.77;GBPUSD.fx;1.34110;1.34160;1.33110;2026.05.19 08:57:52;1.34145;;;;cancelled
2026.05.19 08:57:50;Buy Stop;85.77;GBPUSD.fx;1.34194;1.34144;1.35194;2026.05.19 08:57:52;1.34159;;;;cancelled
2026.05.15 15:29:50;Sell Stop;85.77;USDJPY.fx;158.489;158.539;157.489;2026.05.15 15:30:14;158.536;;;;cancelled
2026.05.15 15:29:50;Buy Stop;85.77;USDJPY.fx;158.572;158.522;159.572;2026.05.15 15:30:14;158.551;;;;cancelled
2026.05.15 15:24:50;Buy Stop;85.77;USDJPY.fx;158.584;158.534;159.584;2026.05.15 15:24:56;158.542;;;;cancelled
2026.05.15 15:24:51;Sell Stop;85.77;USDJPY.fx;158.503;158.553;157.503;2026.05.15 15:24:55;158.527;;;;cancelled
2026.05.14 15:29:50;Buy Stop;85.77;USDJPY.fx;157.967;157.917;158.967;2026.05.14 15:30:20;157.931;;;;cancelled
2026.05.14 15:30:00;Sell;85.77;USDJPY.fx;157.890;157.940;156.890;2026.05.14 15:30:01;157.940;;;-271.53;[sl]
2026.05.14 15:24:50;Buy Stop;85.77;USDJPY.fx;157.949;157.899;158.949;2026.05.14 15:24:53;157.915;;;;cancelled
2026.05.14 15:24:50;Sell Stop;85.77;USDJPY.fx;157.868;157.918;156.868;2026.05.14 15:24:52;157.904;;;;cancelled
2026.05.14 09:00:26;Buy;85.77;GBPUSD.fx;1.35205;1.35155;1.36205;2026.05.14 09:00:28;1.35222;;;145.80;
2026.05.14 08:59:50;Sell Stop;85.77;GBPUSD.fx;1.35142;1.35192;1.34142;2026.05.14 09:00:27;1.35215;;;;cancelled
2026.05.14 08:54:50;Buy Stop;85.77;GBPUSD.fx;1.35247;1.35197;1.36247;2026.05.14 08:54:53;1.35205;;;;cancelled
2026.05.14 08:54:50;Sell Stop;85.77;GBPUSD.fx;1.35163;1.35213;1.34163;2026.05.14 08:54:52;1.35192;;;;cancelled
2026.05.13 15:30:01;Buy;85.77;USDJPY.fx;157.868;157.818;158.868;2026.05.13 15:30:05;157.879;;;59.76;
2026.05.13 15:29:50;Sell Stop;85.77;USDJPY.fx;157.833;157.883;156.833;2026.05.13 15:30:03;157.866;;;;cancelled
2026.05.13 15:24:50;Sell Stop;85.77;USDJPY.fx;157.782;157.832;156.782;2026.05.13 15:24:53;157.817;;;;cancelled
2026.05.13 15:24:50;Buy Stop;85.77;USDJPY.fx;157.863;157.813;158.863;2026.05.13 15:24:53;157.828;;;;cancelled
2026.05.12 15:29:50;Buy Stop;85.77;USDJPY.fx;157.671;157.621;158.671;2026.05.12 15:30:12;157.645;;;;cancelled
2026.05.12 15:29:50;Sell Stop;85.77;USDJPY.fx;157.530;157.580;156.530;2026.05.12 15:30:11;157.576;;;;cancelled
2026.05.12 15:26:51;Buy Stop;85.77;USDJPY.fx;157.644;157.594;158.644;2026.05.12 15:26:56;157.611;;;;cancelled
2026.05.12 15:26:51;Sell Stop;85.77;USDJPY.fx;157.559;157.609;156.559;2026.05.12 15:26:55;157.596;;;;cancelled
2026.05.08 15:29:50;Sell Stop;85.77;USDJPY.fx;156.734;156.784;155.734;2026.05.08 15:30:17;156.764;;;;cancelled
2026.05.08 15:30:05;Buy;85.77;USDJPY.fx;156.804;156.754;157.804;2026.05.08 15:30:07;156.754;;;-273.58;[sl]
2026.05.08 15:23:50;Buy Stop;85.77;USDJPY.fx;156.806;156.756;157.806;2026.05.08 15:23:53;156.764;;;;cancelled
2026.05.08 15:23:50;Sell Stop;85.77;USDJPY.fx;156.721;156.771;155.721;2026.05.08 15:23:52;156.750;;;;cancelled
2026.05.07 15:29:50;Buy Stop;85.77;USDJPY.fx;156.379;156.329;157.379;2026.05.07 15:30:08;156.359;;;;cancelled
2026.05.07 15:29:50;Sell Stop;85.77;USDJPY.fx;156.297;156.347;155.297;2026.05.07 15:30:07;156.343;;;;cancelled
2026.05.07 15:25:50;Sell Stop;85.77;USDJPY.fx;156.312;156.362;155.312;2026.05.07 15:25:52;156.347;;;;cancelled
2026.05.07 15:25:50;Buy Stop;85.77;USDJPY.fx;156.393;156.343;157.393;2026.05.07 15:25:52;156.359;;;;cancelled
2026.05.06 15:15:27;Sell;85.77;USDJPY.fx;156.226;156.276;155.226;2026.05.06 15:16:05;156.276;;;-274.42;[sl]
2026.05.06 15:14:50;Buy Stop;85.77;USDJPY.fx;156.275;156.225;157.275;2026.05.06 15:15:31;156.244;;;;cancelled
2026.05.06 15:10:50;Buy Stop;85.77;USDJPY.fx;156.284;156.234;157.284;2026.05.06 15:10:52;156.248;;;;cancelled
2026.05.06 15:10:50;Sell Stop;85.77;USDJPY.fx;156.202;156.252;155.202;2026.05.06 15:10:51;156.237;;;;cancelled
2026.05.05 17:00:00;Sell;85.77;USDJPY.fx;157.731;157.781;156.731;2026.05.05 17:00:00;157.781;;;-271.80;[sl]
2026.05.05 17:00:00;Buy;85.77;USDJPY.fx;157.812;157.762;158.812;2026.05.05 17:00:00;157.762;;;-271.83;[sl]
2026.05.05 16:54:50;Buy Stop;85.77;USDJPY.fx;157.818;157.768;158.818;2026.05.05 16:54:52;157.778;;;;cancelled
2026.05.05 16:54:50;Sell Stop;85.77;USDJPY.fx;157.737;157.787;156.737;2026.05.05 16:54:51;157.771;;;;cancelled
2026.05.05 16:44:50;Buy Stop;85.77;USDJPY.fx;157.798;157.748;158.798;2026.05.05 16:45:15;157.764;;;;cancelled
2026.05.05 16:44:50;Sell Stop;85.77;USDJPY.fx;157.702;157.752;156.702;2026.05.05 16:45:14;157.747;;;;cancelled
2026.05.05 16:40:50;Buy Stop;85.77;USDJPY.fx;157.768;157.718;158.768;2026.05.05 16:40:52;157.733;;;;cancelled
2026.05.05 16:40:50;Sell Stop;85.77;USDJPY.fx;157.687;157.737;156.687;2026.05.05 16:40:51;157.722;;;;cancelled
2026.05.05 09:29:50;Buy Stop;85.77;USDCHF.fx;0.78470;0.78420;0.79470;2026.05.05 09:30:24;0.78438;;;;cancelled
2026.05.05 09:29:50;Sell Stop;85.77;USDCHF.fx;0.78375;0.78425;0.77375;2026.05.05 09:30:23;0.78414;;;;cancelled
2026.05.05 09:24:50;Buy Stop;85.77;USDCHF.fx;0.78498;0.78448;0.79498;2026.05.05 09:24:52;0.78463;;;;cancelled
2026.05.05 09:24:50;Sell Stop;85.77;USDCHF.fx;0.78406;0.78456;0.77406;2026.05.05 09:24:51;0.78441;;;;cancelled
2026.05.05 07:30:25;Buy;85.77;AUDUSD.fx;0.71587;0.71617;0.72587;2026.05.05 07:30:28;0.71648;;;523.20;
2026.05.05 07:29:50;Sell Stop;85.77;AUDUSD.fx;0.71599;0.71649;0.70599;2026.05.05 07:30:27;0.71634;;;;cancelled
2026.05.05 07:24:50;Buy Stop;85.77;AUDUSD.fx;0.71608;0.71558;0.72608;2026.05.05 07:24:54;0.71573;;;;cancelled
2026.05.05 07:24:50;Sell Stop;85.77;AUDUSD.fx;0.71526;0.71576;0.70526;2026.05.05 07:24:53;0.71561;;;;cancelled
2026.05.01 16:59:50;Buy Stop;85.77;USDJPY.fx;156.495;156.445;157.495;2026.05.01 17:00:32;156.464;;;;cancelled
2026.05.01 16:59:50;Sell Stop;85.77;USDJPY.fx;156.437;156.487;155.437;2026.05.01 17:00:31;156.443;;;;cancelled
2026.05.01 16:54:50;Sell Stop;85.77;USDJPY.fx;156.578;156.628;155.578;2026.05.01 16:54:52;156.616;;;;cancelled
2026.05.01 16:54:50;Buy Stop;85.77;USDJPY.fx;156.659;156.609;157.659;2026.05.01 16:54:52;156.629;;;;cancelled
2026.05.01 16:44:50;Buy Stop;85.77;USDJPY.fx;156.665;156.615;157.665;2026.05.01 16:45:13;156.630;;;;cancelled
2026.05.01 16:44:50;Sell Stop;85.77;USDJPY.fx;156.575;156.625;155.575;2026.05.01 16:45:12;156.616;;;;cancelled
2026.05.01 16:38:50;Buy Stop;85.77;USDJPY.fx;156.644;156.594;157.644;2026.05.01 16:38:52;156.609;;;;cancelled
2026.05.01 16:38:50;Sell Stop;85.77;USDJPY.fx;156.562;156.612;155.562;2026.05.01 16:38:51;156.598;;;;cancelled
2026.04.30 15:35:55;Buy;85.77;USDJPY.fx;156.829;156.390;156.858;2026.04.30 15:36:27;156.831;;;10.94;
2026.04.30 15:34:16;Buy;85.77;USDJPY.fx;156.770;155.886;156.828;2026.04.30 15:34:34;156.782;;;65.65;
2026.04.30 15:32:24;Buy;85.77;USDJPY.fx;156.759;156.440;156.822;2026.04.30 15:32:52;156.766;;;38.30;
2026.04.30 15:30:52;Buy;85.77;USDJPY.fx;156.710;155.578;156.834;2026.04.30 15:31:35;156.737;;;147.75;
2026.04.30 15:29:50;Sell Stop;85.77;USDJPY.fx;156.626;156.676;155.626;2026.04.30 15:30:03;156.678;;;;cancelled
2026.04.30 15:30:00;Buy;85.77;USDJPY.fx;156.762;156.712;157.762;2026.04.30 15:30:01;156.712;;;-273.65;[sl]
2026.04.30 15:23:50;Sell Stop;85.77;USDJPY.fx;156.618;156.668;155.618;2026.04.30 15:23:53;156.659;;;;cancelled
2026.04.30 15:23:50;Buy Stop;85.77;USDJPY.fx;156.699;156.649;157.699;2026.04.30 15:23:53;156.670;;;;cancelled
2026.04.28 16:59:50;Sell Stop;85.77;USDJPY.fx;159.492;159.542;158.492;2026.04.28 17:01:00;159.521;;;;cancelled
2026.04.28 16:59:50;Buy Stop;85.77;USDJPY.fx;159.578;159.528;160.578;2026.04.28 17:01:00;159.533;;;;cancelled
2026.04.28 16:53:50;Sell Stop;85.77;USDJPY.fx;159.471;159.521;158.471;2026.04.28 16:53:55;159.504;;;;cancelled
2026.04.28 16:53:50;Buy Stop;85.77;USDJPY.fx;159.555;159.505;160.555;2026.04.28 16:53:55;159.516;;;;cancelled
2026.04.24 08:59:50;Sell Stop;85.77;GBPUSD.fx;1.34630;1.34680;1.33630;2026.04.24 09:01:00;1.34656;;;;cancelled
2026.04.24 08:59:50;Buy Stop;85.77;GBPUSD.fx;1.34714;1.34664;1.35714;2026.04.24 09:01:00;1.34670;;;;cancelled
2026.04.24 08:53:50;Sell Stop;85.77;GBPUSD.fx;1.34606;1.34656;1.33606;2026.04.24 08:53:53;1.34641;;;;cancelled
2026.04.24 08:53:50;Buy Stop;85.77;GBPUSD.fx;1.34690;1.34640;1.35690;2026.04.24 08:53:53;1.34655;;;;cancelled
2026.04.23 15:29:50;Buy Stop;85.77;USDJPY.fx;159.581;159.531;160.581;2026.04.23 15:30:11;159.534;;;;cancelled
2026.04.23 15:29:50;Sell Stop;85.77;USDJPY.fx;159.488;159.538;158.488;2026.04.23 15:30:10;159.518;;;;cancelled
2026.04.23 15:23:50;Buy Stop;85.77;USDJPY.fx;159.590;159.540;160.590;2026.04.23 15:23:53;159.554;;;;cancelled
2026.04.23 15:23:50;Sell Stop;85.77;USDJPY.fx;159.507;159.557;158.507;2026.04.23 15:23:52;159.542;;;;cancelled
2026.04.23 11:30:00;Buy;85.77;GBPUSD.fx;1.34933;1.34963;1.35933;2026.04.23 11:30:02;1.34993;;;514.62;
2026.04.23 11:29:50;Sell Stop;85.77;GBPUSD.fx;1.34947;1.34997;1.33947;2026.04.23 11:30:01;1.35000;;;;cancelled
2026.04.23 11:25:50;Buy Stop;85.77;GBPUSD.fx;1.34907;1.34857;1.35907;2026.04.23 11:25:52;1.34872;;;;cancelled
2026.04.23 11:25:50;Sell Stop;85.77;GBPUSD.fx;1.34824;1.34874;1.33824;2026.04.23 11:25:51;1.34859;;;;cancelled
2026.04.22 08:59:50;Sell Stop;85.77;GBPUSD.fx;1.35180;1.35230;1.34180;2026.04.22 09:00:40;1.35217;;;;cancelled
2026.04.22 08:59:50;Buy Stop;85.77;GBPUSD.fx;1.35267;1.35217;1.36267;2026.04.22 09:00:40;1.35233;;;;cancelled
2026.04.22 08:54:50;Buy Stop;85.77;GBPUSD.fx;1.35300;1.35250;1.36300;2026.04.22 08:54:52;1.35261;;;;cancelled
2026.04.22 08:54:50;Sell Stop;85.77;GBPUSD.fx;1.35215;1.35265;1.34215;2026.04.22 08:54:51;1.35250;;;;cancelled
2026.04.21 15:30:05;Buy;85.77;USDJPY.fx;159.227;159.177;160.227;2026.04.21 15:30:12;159.177;;;-269.42;[sl]
2026.04.21 15:29:50;Sell Stop;85.77;USDJPY.fx;159.175;159.225;158.175;2026.04.21 15:30:08;159.211;;;;cancelled
