Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2026.05.28 07:00:00;Sell;0.55;BTCUSD;73112.29;0.55;2026.05.31 06:00:00;74017.58;;13.01;-497.91
2026.05.28 08:00:00;Sell;0.56;BTCUSD;73021.46;0.56;2026.05.29 06:00:00;73137.19;;3.74;-64.81
2026.05.28 06:30:00;Sell;0.45;BTCUSD;73592.1;0.45;2026.05.29 03:00:00;73554.18;;3;17.06
2026.05.28 07:00:00;Sell;0.5;BTCUSD;73105.87;0.5;2026.05.29 02:00:00;73384.67;;3.34;-139.4
2026.05.28 01:00:00;Sell;16.82;ETHUSD;2017.67;16.82;2026.05.28 21:30:00;2020.61;;;-49.45
2026.05.28 06:50:01;Sell;18.68;ETHUSD;1979.13;18.68;2026.05.28 16:40:01;1981.35;;;-41.47
2026.05.28 07:00:01;Sell;0.79;BTCUSD;73104.82;0.79;2026.05.28 16:30:01;73018.96;;;67.83
2026.05.28 00:47:01;Sell;0.41;BTCUSD;74289.22;0.41;2026.05.28 12:53:01;73423.82;;;354.81
2026.05.28 00:47:14;Sell;5.9;ETHUSD;2014.55;5.9;2026.05.28 12:28:01;1986.75;;;164.02
2026.05.27 18:00:00;Sell;0.56;BTCUSD;74891.34;0.56;2026.05.28 07:02:35;72941.87;;2.5;1091.7
2026.05.28 01:00:00;Sell;0.48;BTCUSD;74371.12;0.48;2026.05.28 06:52:52;73206.99;;;558.78
2026.05.26 21:00:00;Sell;0.55;BTCUSD;75809.1;0.55;2026.05.28 06:43:56;73224.17;;3.09;1421.71
2026.05.26 20:30:00;Sell;0.51;BTCUSD;75962.76;0.51;2026.05.27 17:00:00;74971.78;;0.58;505.4
2026.05.26 19:00:00;Sell;0.62;BTCUSD;76394.67;0.62;2026.05.27 17:00:00;74935.83;;0.71;904.48
2026.05.26 21:00:00;Sell;0.55;BTCUSD;75800.32;0.55;2026.05.27 16:00:00;75563.84;;0.63;130.06
2026.05.26 17:27:01;Buy;0.47;BTCUSD;77999.26;0.47;2026.05.26 17:40:01;76829.54;;;-549.77
2026.05.26 05:00:00;Sell;0.62;BTCUSD;76702.9;0.62;2026.05.26 17:23:00;77654.51;;;-590
2026.05.25 20:00:00;Buy;17.17;ETHUSD;2135.16;17.17;2026.05.26 03:53:00;2083.41;;-9.55;-888.55
2026.05.25 13:00:00;Buy;0.59;BTCUSD;77528.66;0.59;2026.05.26 03:53:00;76526.69;;-14.55;-591.16
2026.05.25 18:00:00;Buy;0.49;BTCUSD;77684.04;0.49;2026.05.26 03:52:00;76599.87;;-12.09;-531.24
2026.05.25 03:00:00;Buy;0.59;BTCUSD;77018.44;0.59;2026.05.26 01:00:00;77325.87;;-14.55;181.38
2026.05.25 01:00:00;Sell;0.6;BTCUSD;76070.2;0.6;2026.05.25 02:42:00;77072.25;;;-601.23
2026.05.22 22:30:00;Sell;0.45;BTCUSD;76177.11;0.45;2026.05.23 21:00:00;75428.92;;1.09;336.69
2026.05.22 22:30:00;Sell;16.29;ETHUSD;2080.9;16.29;2026.05.23 21:00:00;2063.43;;-0.94;284.59
2026.05.22 22:30:31;Sell;5.74;ETHUSD;2069.61;5.74;2026.05.23 12:23:02;2031.1;;-0.33;221.05
2026.05.22 21:46:01;Sell;0.41;BTCUSD;76023.83;0.41;2026.05.23 12:04:01;74603.53;;1;582.32
