Tags,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Pips,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
,11/26/2025 18:40,11/26/2025 18:54,XAUUSD,Buy,0.150,0.00000,0.00000,4166.37000,4165.27000,-110.0,-0.07,"",0,00:00:13:48,,,,,,,,,,,,
,11/26/2025 13:30,11/26/2025 13:33,XAUUSD,Buy,0.350,0.00000,0.00000,4165.29000,4171.51000,622.0,0.96,"",0,00:00:03:33,,,,,,,,,,,,
,11/26/2025 10:10,11/26/2025 10:32,XAUUSD,Buy,0.350,0.00000,0.00000,4166.64000,4164.95000,-169.0,-0.26,"",0,00:00:22:30,,,,,,,,,,,,
,11/25/2025 21:04,11/25/2025 21:24,XAUUSD,Sell,0.350,0.00000,4130.45000,4132.12000,4129.81000,231.0,0.36,"[tp 4130.45]",0,00:00:20:30,,,,,,,,,,,,
,11/25/2025 19:10,11/25/2025 19:33,XAUUSD,Buy,0.350,0.00000,0.00000,4151.39000,4156.80000,541.0,0.84,"",0,00:00:23:39,,,,,,,,,,,,
,11/24/2025 14:33,11/24/2025 14:44,XAUUSD,Buy,0.350,0.00000,0.00000,4074.25000,4079.94000,569.0,0.89,"",0,00:00:10:42,,,,,,,,,,,,
,11/24/2025 09:37,11/24/2025 09:45,XAUUSD,Buy,0.150,0.00000,0.00000,4059.72000,4064.00000,428.0,0.29,"",0,00:00:07:07,,,,,,,,,,,,
,11/21/2025 18:42,11/21/2025 18:51,XAUUSD,Buy,0.150,0.00000,0.00000,4077.70000,4093.53000,1583.0,1.09,"",0,00:00:09:00,,,,,,,,,,,,
,11/21/2025 14:30,11/21/2025 14:31,XAUUSD,Buy,0.150,0.00000,4059.86000,4050.31000,4059.69000,938.0,0.65,"[tp 4059.86]",0,00:00:01:29,,,,,,,,,,,,
,11/21/2025 12:22,11/21/2025 13:06,XAUUSD,Sell,0.350,0.00000,0.00000,4035.47000,4041.50000,-603.0,-0.96,"",0,00:00:43:52,,,,,,,,,,,,
,11/21/2025 10:03,11/21/2025 10:05,XAUUSD,Sell,0.350,0.00000,0.00000,4026.18000,4035.84000,-966.0,-1.51,"",0,00:00:01:57,,,,,,,,,,,,
,11/20/2025 18:31,11/20/2025 19:04,XAUUSD,Sell,0.150,0.00000,0.00000,4062.01000,4050.22000,1179.0,0.80,"",0,00:00:32:34,,,,,,,,,,,,
,11/19/2025 23:15,11/19/2025 23:34,XAUUSD,Sell,0.150,4082.81000,0.00000,4068.93000,4082.93000,-1400.0,-0.94,"[sl 4082.81]",0,00:00:18:47,,,,,,,,,,,,
,11/19/2025 16:59,11/19/2025 17:02,XAUUSD,Buy,0.150,0.00000,0.00000,4125.06000,4126.32000,126.0,0.08,"",0,00:00:03:20,,,,,,,,,,,,
,11/19/2025 11:43,11/19/2025 11:47,XAUUSD,Buy,0.350,0.00000,4104.11000,4094.12000,4104.11000,999.0,1.58,"[tp 4104.11]",0,00:00:04:39,,,,,,,,,,,,
,11/18/2025 20:46,11/18/2025 21:02,XAUUSD,Buy,0.100,0.00000,0.00000,4073.41000,4073.18000,-23.0,-0.01,"",0,00:00:16:02,,,,,,,,,,,,
,11/18/2025 19:40,11/18/2025 20:02,XAUUSD,Buy,0.200,0.00000,0.00000,4073.41000,4071.00000,-241.0,-0.22,"",0,00:00:21:45,,,,,,,,,,,,
