Tags,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Pips,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
,11/18/2025 18:02,11/18/2025 18:18,XAUUSD,Sell,0.150,4059.32000,0.00000,4047.23000,4059.42000,-1219.0,-0.82,"[sl 4059.32]",0,00:00:15:55,,,,,,,,,,,,
,11/18/2025 12:45,11/18/2025 12:51,XAUUSD,Buy,0.350,0.00000,0.00000,4043.86000,4046.75000,289.0,0.45,"",0,00:00:05:48,,,,,,,,,,,,
,11/18/2025 11:55,11/18/2025 12:06,XAUUSD,Buy,0.350,0.00000,0.00000,4043.29000,4038.34000,-495.0,-0.77,"",0,00:00:11:28,,,,,,,,,,,,
,11/18/2025 10:32,11/18/2025 10:35,XAUUSD,Buy,0.350,0.00000,4037.32000,4027.53000,4037.38000,985.0,1.56,"[tp 4037.32]",0,00:00:03:21,,,,,,,,,,,,
,11/18/2025 09:01,11/18/2025 09:47,XAUUSD,Sell,0.350,4015.52000,0.00000,4007.39000,4015.54000,-815.0,-1.27,"[sl 4015.52]",0,00:00:46:33,,,,,,,,,,,,
,11/18/2025 07:54,11/18/2025 07:58,XAUUSD,Buy,0.350,0.00000,0.00000,4025.06000,4015.91000,-915.0,-1.41,"",0,00:00:03:35,,,,,,,,,,,,
,11/17/2025 20:54,11/17/2025 21:06,XAUUSD,Sell,0.100,0.00000,4058.35000,4065.58000,4058.19000,739.0,0.33,"[tp 4058.35]",0,00:00:12:28,,,,,,,,,,,,
,11/17/2025 09:31,11/17/2025 09:41,XAUUSD,Buy,0.350,0.00000,0.00000,4079.67000,4081.84000,217.0,0.34,"",0,00:00:10:32,,,,,,,,,,,,
,11/14/2025 13:09,11/14/2025 13:17,XAUUSD,Sell,0.100,0.00000,4142.18000,4158.65000,4142.05000,1660.0,0.74,"[tp 4142.18]",0,00:00:08:04,,,,,,,,,,,,
,11/14/2025 12:31,11/14/2025 12:52,XAUUSD,Sell,0.100,0.00000,0.00000,4162.48000,4169.97000,-749.0,-0.33,"",0,00:00:21:13,,,,,,,,,,,,
,11/14/2025 11:31,11/14/2025 12:07,XAUUSD,Sell,0.100,0.00000,0.00000,4166.71000,4166.71000,0.0,0.00,"",0,00:00:36:46,,,,,,,,,,,,
,11/13/2025 20:31,11/13/2025 20:31,XAUUSD,Sell,0.100,0.00000,0.00000,4186.58000,4178.15000,843.0,0.38,"",0,00:00:00:16,,,,,,,,,,,,
,11/13/2025 09:32,11/13/2025 10:02,XAUUSD,Buy,0.400,0.00000,4223.00000,4218.08000,4223.42000,534.0,0.96,"[tp 4223.00]",0,00:00:29:58,,,,,,,,,,,,
,11/12/2025 16:38,11/12/2025 16:47,XAUUSD,Buy,0.100,0.00000,0.00000,4138.11000,4132.66000,-545.0,-0.25,"",0,00:00:08:52,,,,,,,,,,,,
,11/12/2025 13:12,11/12/2025 13:20,XAUUSD,Buy,0.400,0.00000,0.00000,4130.31000,4126.20000,-411.0,-0.74,"",0,00:00:08:01,,,,,,,,,,,,
,11/12/2025 10:22,11/12/2025 10:27,XAUUSD,Buy,0.400,0.00000,0.00000,4126.88000,4127.76000,88.0,0.16,"",0,00:00:04:15,,,,,,,,,,,,
,11/11/2025 17:16,11/11/2025 17:22,XAUUSD,Sell,0.100,0.00000,0.00000,4118.03000,4107.76000,1027.0,0.46,"",0,00:00:06:20,,,,,,,,,,,,
,11/11/2025 11:09,11/11/2025 12:34,XAUUSD,Buy,0.200,4136.91000,0.00000,4142.88000,4136.89000,-599.0,-0.54,"[sl 4136.91]",0,00:01:24:31,,,,,,,,,,,,
,11/10/2025 13:59,11/10/2025 14:02,XAUUSD,Buy,0.400,0.00000,0.00000,4085.55000,4086.93000,138.0,0.25,"",0,00:00:03:00,,,,,,,,,,,,
,11/06/2025 13:33,11/06/2025 13:43,XAUUSD,Buy,0.100,0.00000,4016.87000,4012.26000,4016.94000,468.0,0.21,"[tp 4016.87]",0,00:00:10:05,,,,,,,,,,,,
,11/06/2025 10:14,11/06/2025 10:17,XAUUSD,Buy,0.100,0.00000,0.00000,4009.30000,4012.55000,325.0,0.15,"",0,00:00:03:05,,,,,,,,,,,,
,11/06/2025 09:00,11/06/2025 09:00,XAUUSD,Buy,0.100,0.00000,0.00000,3993.16000,3994.50000,134.0,0.06,"",0,00:00:00:17,,,,,,,,,,,,
,11/05/2025 10:05,11/05/2025 10:05,XAUUSD,Buy,0.500,0.00000,3980.65000,3979.08000,3981.61000,253.0,0.58,"[tp 3980.65]",0,00:00:00:09,,,,,,,,,,,,
,11/04/2025 19:12,11/05/2025 03:25,XAUUSD,Sell,0.030,3947.06000,0.00000,3962.41000,3947.25000,1516.0,0.21,"[sl 3947.06]",0,00:08:13:15,,,,,,,,,,,,
,11/04/2025 17:20,11/05/2025 03:25,XAUUSD,Sell,0.030,3947.06000,0.00000,3944.16000,3947.25000,-309.0,-0.04,"[sl 3947.06]",0,00:10:04:59,,,,,,,,,,,,
,11/04/2025 09:51,11/04/2025 10:07,XAUUSD,Buy,0.500,0.00000,3997.29000,3996.29000,3997.42000,113.0,0.26,"[tp 3997.29]",0,00:00:16:38,,,,,,,,,,,,
,11/04/2025 07:35,11/04/2025 07:43,XAUUSD,Sell,0.500,0.00000,3976.55000,3978.43000,3976.51000,192.0,0.44,"[tp 3976.55]",0,00:00:07:14,,,,,,,,,,,,
,11/03/2025 18:16,11/03/2025 18:17,XAUUSD,Sell,0.500,0.00000,3999.64000,3999.98000,3999.27000,71.0,0.16,"[tp 3999.64]",0,00:00:00:51,,,,,,,,,,,,
,11/03/2025 11:41,11/03/2025 11:41,XAUUSD,Sell,0.500,0.00000,3999.00000,4000.55000,3998.84000,171.0,0.40,"[tp 3999.00]",0,00:00:00:18,,,,,,,,,,,,
,11/03/2025 09:03,11/03/2025 09:12,XAUUSD,Buy,0.540,0.00000,0.00000,4023.28000,4017.40000,-588.0,-1.44,"",0,00:00:08:32,,,,,,,,,,,,
,11/03/2025 08:24,11/03/2025 08:32,XAUUSD,Buy,1.000,4013.50000,0.00000,4018.50000,4013.32000,-518.0,-2.30,"[sl 4013.50]",0,00:00:07:50,,,,,,,,,,,,
,10/31/2025 15:48,10/31/2025 16:32,XAUUSD,Buy,0.030,4020.00000,0.00000,4035.45000,4019.87000,-1558.0,-0.21,"[sl 4020.00]",0,00:00:44:32,,,,,,,,,,,,
,10/31/2025 10:15,10/31/2025 10:20,XAUUSD,Buy,0.030,0.00000,0.00000,4017.02000,4019.53000,251.0,0.03,"",0,00:00:05:02,,,,,,,,,,,,
,10/31/2025 10:15,10/31/2025 10:17,XAUUSD,Buy,0.470,0.00000,4018.94000,4017.04000,4018.98000,194.0,0.41,"[tp 4018.94]",0,00:00:01:53,,,,,,,,,,,,
,10/30/2025 20:40,10/31/2025 06:13,XAUUSD,Buy,0.050,3992.00000,0.00000,4007.30000,3991.71000,-1559.0,-0.36,"[sl 3992.00]",0,00:09:33:21,,,,,,,,,,,,
,10/30/2025 20:40,10/30/2025 20:42,XAUUSD,Buy,0.450,0.00000,4009.17000,4007.28000,4009.18000,190.0,0.38,"[tp 4009.17]",0,00:00:02:02,,,,,,,,,,,,
,10/30/2025 01:07,10/30/2025 01:49,XAUUSD,Sell,0.050,3947.69000,0.00000,3927.91000,3947.71000,-1980.0,-0.44,"[sl 3947.69]",0,00:00:41:03,,,,,,,,,,,,
,10/29/2025 23:52,10/30/2025 01:04,XAUUSD,Sell,0.050,0.00000,3925.00000,3928.05000,3924.74000,331.0,0.11,"[tp 3925.00]",0,00:01:11:37,,,,,,,,,,,,
,10/29/2025 21:42,10/29/2025 23:07,XAUUSD,Sell,0.500,0.00000,0.00000,3943.20000,3935.54000,766.0,1.72,"",0,00:01:24:52,,,,,,,,,,,,
,10/29/2025 12:48,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,"Google Pay-FSA 79413469",0,00:00:00:00,,,,,,,,,,,,
,10/29/2025 12:46,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,"Google Pay-FSA 79413391",0,00:00:00:00,,,,,,,,,,,,
,10/29/2025 10:09,10/29/2025 10:10,XAUUSD,Buy,0.500,0.00000,3986.64000,3984.65000,3987.96000,331.0,1.57,"[tp 3986.64]",0,00:00:00:29,,,,,,,,,,,,
,10/28/2025 20:14,10/28/2025 20:48,GCZ25,Buy,0.010,0.00000,0.00000,3984.81000,3973.61000,-11.2,-0.11,"",0,00:00:34:28,,,,,,,,,,,,
,10/28/2025 20:26,10/28/2025 20:48,GCZ25,Buy,0.050,3976.50000,0.00000,3985.32000,3976.33000,-9.0,-0.42,"[sl 3976.50]",0,00:00:22:09,,,,,,,,,,,,
,10/28/2025 17:49,10/28/2025 17:50,XAUUSD,Buy,0.250,0.00000,3952.45000,3950.71000,3952.54000,183.0,0.43,"[tp 3952.45]",0,00:00:01:06,,,,,,,,,,,,
,10/27/2025 10:55,10/27/2025 11:03,XAUUSD,Sell,0.250,0.00000,0.00000,4065.94000,4065.31000,63.0,0.15,"",0,00:00:07:31,,,,,,,,,,,,
,10/27/2025 10:21,10/27/2025 10:21,XAUUSD,Sell,0.250,0.00000,4068.11000,4070.08000,4068.07000,201.0,0.48,"[tp 4068.11]",0,00:00:00:29,,,,,,,,,,,,
,10/25/2025 17:16,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,"Google Pay-FSA 79259407",0,00:00:00:00,,,,,,,,,,,,
,10/25/2025 17:15,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,"Google Pay-FSA 79259399",0,00:00:00:00,,,,,,,,,,,,

