Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
03/20/2026 16:11,04/22/2026 18:44,EURGBP,Sell,0.010,0.91033,0.00000,0.86499,0.86770,-0.0500,0.6200,-27.1,-3.08,-0.08,"",0,33:02:33:28,4.7,1d 13h ,99.3,9.57,9.4,1.2220000000000002,-89.9,-11.687000000000001,9.5,63.2,-36.50,-4.75
04/17/2026 17:36,04/22/2026 08:18,NZDJPY,Buy,0.010,84.10500,0.00000,93.43200,94.18800,-0.0200,0.0300,75.6,4.76,0.12,"",0,04:14:42:15,35.5,1d 15h ,53.6,0.70,76.8,4.608,-53.6,-3.2159999999999997,58.9,99.1,-1.20,-0.07
04/20/2026 01:19,04/21/2026 17:30,USDCAD,Sell,0.010,1.44925,0.00000,1.37077,1.36348,-0.0400,-0.0800,72.9,5.23,0.13,"",0,01:16:10:52,99.2,1d 15h ,27.3,0.01,72.9,5.103000000000001,-0.7,-0.049,99.0,100.0,0.00,0.00
04/20/2026 01:32,04/21/2026 17:04,EURAUD,Sell,0.010,1.72886,0.00000,1.64366,1.63946,-0.0500,0.0100,42.0,2.97,0.08,"",0,01:15:32:01,65.9,1d 2h ,47.0,0.58,42.4,2.968,-24.5,-1.715,63.4,99.4,-0.40,-0.03
04/16/2026 12:23,04/17/2026 16:04,NZDUSD,Buy,0.010,0.54875,0.00000,0.58904,0.59223,-0.0200,-0.0400,31.9,3.13,0.08,"",0,01:03:41:26,30.8,8h 31m,18.2,0.32,31.9,3.19,-10.1,-1.01,76.0,100.0,0.00,0.00
03/26/2026 21:51,04/15/2026 22:02,GBPAUD,Sell,0.010,2.00190,0.00000,1.93587,1.89174,-0.0500,-1.1000,441.3,30.52,0.79,"",0,20:00:11:32,99.5,19d 21h ,176.5,0.08,444.0,31.080000000000002,-35.0,-2.45,92.7,99.4,-2.70,-0.19
03/03/2026 16:45,04/15/2026 22:02,GBPAUD,Sell,0.010,2.00190,0.00000,1.90323,1.89174,-0.0500,-2.6400,114.9,5.56,0.14,"",0,43:05:17:10,45.2,19d 12h ,627.0,1.12,296.0,20.720000000000002,-331.0,-23.17,47.2,71.1,-181.10,-12.68
04/13/2026 00:58,04/15/2026 21:02,USDCAD,Sell,0.010,1.46423,0.00000,1.38607,1.37300,-0.0400,-0.1600,130.7,9.32,0.24,"",0,02:20:04:07,90.7,2d 13h ,53.5,0.13,130.7,9.149000000000001,-16.5,-1.155,88.8,100.0,0.00,0.00
03/13/2026 09:20,04/15/2026 20:50,AUDCHF,Buy,0.010,0.53115,0.00000,0.55418,0.56043,-0.0300,0.9300,62.5,8.89,0.23,"",0,33:11:29:26,39.4,13d 4h ,142.7,1.14,66.8,8.684,-75.9,-9.867,46.8,97.0,-4.30,-0.56
03/27/2026 02:46,04/15/2026 20:50,AUDCHF,Buy,0.010,0.53115,0.00000,0.54695,0.56043,-0.0300,0.5100,134.8,17.71,0.47,"",0,19:18:03:35,99.6,19d 16h ,66.7,0.03,134.8,17.524,-3.6,-0.468,97.4,100.0,0.00,0.00
03/05/2026 19:54,04/15/2026 10:34,EURAUD,Sell,0.010,1.72845,0.00000,1.65945,1.64984,-0.0500,0.4400,96.1,7.26,0.19,"",0,40:14:39:29,61.2,24d 20h ,686.8,0.49,461.1,32.27700000000001,-225.7,-15.799000000000001,67.1,46.9,-365.00,-25.55
03/31/2026 17:55,04/15/2026 10:34,EURAUD,Sell,0.010,1.72845,0.00000,1.68114,1.64987,-0.0500,0.1700,312.7,22.47,0.60,"",0,14:16:38:27,100.0,14d 16h ,154.3,0.00,312.7,21.889000000000003,0.0,0.0,100.0,100.0,0.00,0.00
04/13/2026 01:05,04/14/2026 14:29,AUDCAD,Buy,0.010,0.92610,0.00000,0.97228,0.98015,-0.0300,0.0000,78.7,5.70,0.15,"",0,01:13:23:46,100.0,1d 13h ,36.3,0.01,78.7,5.509,0.0,0.0,100.0,100.0,0.00,0.00
04/07/2026 17:02,04/13/2026 21:48,CADCHF,Sell,0.010,0.59164,0.00000,0.57507,0.56829,-0.0300,-0.4900,67.8,8.13,0.22,"",0,06:04:45:54,99.0,6d 3h ,40.6,0.04,71.8,9.334,-3.0,-0.39,96.0,94.7,-4.00,-0.52
01/29/2026 18:32,04/13/2026 20:16,GBPUSD,Buy,0.010,1.28368,0.00000,1.37824,1.34841,-0.0600,-2.8800,-298.3,-32.77,-0.86,"",0,74:01:43:17,0.3,5h 19m,635.8,23.70,25.8,2.58,-610.0,-61.0,4.1,49.0,-324.10,-32.41
02/19/2026 13:37,04/13/2026 20:16,GBPUSD,Buy,0.010,1.28368,0.00000,1.34671,1.34842,-0.0500,-2.0400,17.1,-0.38,-0.01,"",0,53:06:39:01,18.5,9d 20h ,385.3,3.25,90.6,9.06,-294.7,-29.47,23.5,80.9,-73.50,-7.35
