Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Pips,Gain,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
05/12/2026 00:06,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/12/2026 00:06,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/11/2026 15:23,05/11/2026 16:18,XAUUSD,Buy,0.030,0.00000,4728.75000,4685.81000,4728.78000,4297.0,4.23,123456,00:00:55:51,100.0,55m,1193.0,0.00,5112.0,,0.0,,100.0,84.1,-815.00,
05/08/2026 15:37,05/08/2026 18:45,XAUUSD,Buy,0.010,4703.89000,0.00000,4724.50000,4703.90000,-2060.0,-0.67,7864234,00:03:07:35,21.9,41m,2379.0,6.46,319.0,,-2060.0,,13.4,0.0,-2379.00,
05/08/2026 04:07,05/08/2026 04:36,XAUUSD,Buy,0.030,4709.84000,0.00000,4718.47000,4709.58000,-889.0,-0.87,123456,00:00:29:12,0.0,0s,889.0,909.09,0.0,,-889.0,,0.0,0.0,-889.00,
05/08/2026 00:06,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/08/2026 00:06,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/08/2026 00:06,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/07/2026 13:59,05/07/2026 19:00,XAUUSD,Buy,0.020,4726.00000,0.00000,4736.29000,4725.97000,-1032.0,-0.67,7864234,00:05:00:49,35.3,1h 46m,7319.0,1.77,2641.0,,-4678.0,,36.1,49.8,-3673.00,
05/07/2026 11:57,,,Withdrawal,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/06/2026 15:57,05/07/2026 09:36,XAUUSD,Buy,0.020,0.00000,0.00000,4677.84000,4737.15000,5931.0,3.20,7864234,00:17:38:15,100.0,17h 38m,2509.0,0.00,7183.0,,0.0,,100.0,82.6,-1252.00,
05/05/2026 14:33,05/07/2026 00:14,AUDNZD,Buy,0.080,1.21220,0.00000,1.21968,1.21220,-74.8,-0.99,7864234,01:09:40:09,31.2,10h 30m,86.1,6.62,11.3,,-74.8,,13.1,0.0,-86.10,
