Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Pips,Gain,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
05/07/2026 00:06,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/07/2026 00:06,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/07/2026 00:06,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/06/2026 08:59,05/06/2026 12:00,XAUUSD,Buy,0.040,0.00000,4705.70000,4662.92000,4704.34000,4142.0,4.85,123456,00:03:01:17,100.0,3h 1m,3039.0,0.00,5881.0,,0.0,,100.0,70.4,-1739.00,
05/06/2026 01:56,05/06/2026 03:55,XAUUSD,Buy,0.030,0.00000,4613.78000,4571.52000,4614.26000,4274.0,3.90,123456,00:01:59:10,100.0,1h 59m,3692.0,0.00,7966.0,,0.0,,100.0,53.7,-3692.00,
05/05/2026 15:17,05/05/2026 19:26,XAUUSD,Buy,0.020,4557.00000,0.00000,4563.78000,4556.98000,-680.0,-0.41,7864234,00:04:08:59,26.2,1h 5m,2589.0,0.62,1594.0,,-995.0,,61.6,12.2,-2274.00,
05/04/2026 09:33,,,Withdrawal,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
05/04/2026 01:02,05/04/2026 01:10,XAUUSD,Buy,0.040,4619.84000,0.00000,4628.74000,4619.73000,-901.0,-1.05,123456,00:00:08:24,0.0,0s,3230.0,3333.33,0.0,,-3230.0,,0.0,72.1,-901.00,
04/27/2026 18:49,05/01/2026 17:24,USDCHF,Buy,0.030,0.77790,0.00000,0.78455,0.77790,-66.5,-0.71,,03:22:34:45,68.3,2d 16h ,144.0,0.86,77.5,,-66.5,,53.8,0.0,-144.00,
05/01/2026 14:40,05/01/2026 17:00,XAUUSD,Buy,0.020,0.00000,4636.56000,4575.48000,4636.79000,6131.0,3.67,7864234,00:02:20:25,100.0,2h 20m,1698.0,0.00,6501.0,,0.0,,100.0,94.3,-370.00,
05/01/2026 01:01,05/01/2026 03:36,XAUUSD,Buy,0.040,4619.81000,0.00000,4628.26000,4619.65000,-861.0,-1.03,123456,00:02:35:56,22.5,35m,1760.0,2.17,634.0,,-1373.0,,31.6,25.5,-1495.00,
04/29/2026 03:01,04/29/2026 04:01,XAUUSD,Buy,0.040,4592.47000,0.00000,4600.91000,4592.41000,-850.0,-1.00,123456,00:01:00:07,8.2,4m,1042.0,4.43,192.0,,-850.0,,18.4,0.0,-1042.00,
04/28/2026 19:54,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0,0,0,00:00:00:00,,,,,,,,,,,,
04/27/2026 04:00,04/27/2026 15:40,XAUUSD,Buy,0.020,4699.26000,0.00000,4698.32000,4699.16000,84.0,0.07,123456,00:11:40:53,79.4,9h 16m,6084.0,0.96,3105.0,,-2979.0,,51.0,50.3,-3021.00,
04/24/2026 14:45,04/24/2026 23:14,XAUUSD,Buy,0.010,4705.82000,0.00000,4704.82000,4705.82000,100.0,0.04,7864234,00:08:29:07,100.0,8h 29m,2324.0,0.00,2433.0,,0.0,,100.0,4.1,-2333.00,
04/22/2026 16:30,04/24/2026 15:08,AUDNZD,Buy,0.090,0.00000,0.00000,1.21173,1.21614,44.1,0.98,7864234,01:22:38:20,98.4,1d 21h ,31.0,0.14,66.9,,-9.7,,87.3,70.2,-22.80,
04/22/2026 11:48,04/22/2026 17:32,XAUUSD,Buy,0.010,4733.93000,0.00000,4754.29000,4733.39000,-2090.0,-0.87,7864234,00:05:44:13,5.8,19m,3188.0,11.66,252.0,,-2936.0,,7.9,26.5,-2342.00,
04/15/2026 11:08,04/22/2026 16:31,EURGBP,Buy,0.060,0.86830,0.00000,0.86933,0.86829,-10.4,-0.52,7864234,07:05:22:48,87.7,6d 8h ,48.3,0.65,29.2,,-19.1,,60.5,18.0,-39.60,
04/20/2026 15:40,04/20/2026 17:51,XAUUSD,Buy,0.010,4804.00000,0.00000,4804.72000,4803.69000,-103.0,-0.04,7864234,00:02:10:22,44.3,57m,1006.0,1.69,596.0,,-1006.0,,37.2,56.4,-699.00,
04/17/2026 12:05,04/17/2026 16:09,XAUUSD,Buy,0.010,0.00000,4858.83000,4798.73000,4859.20000,6047.0,2.56,7864234,00:04:04:11,100.0,4h 4m,3349.0,0.00,8634.0,,0.0,,100.0,70.0,-2587.00,
04/17/2026 13:23,04/17/2026 16:06,XAUUSD,Buy,0.010,0.00000,0.00000,4792.16000,4849.87000,5771.0,2.51,7864234,00:02:43:59,100.0,2h 43m,3520.0,0.00,9291.0,,0.0,,100.0,62.1,-3520.00,
