Tags,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USC),Min(pips),Min(USC),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USC)
,06/02/2026 16:42,06/02/2026 16:43,XAUUSD,Sell,0.010,0.00000,0.00000,4511.34000,4510.33000,0.0000,0.0000,101.0,1.00,0.01,2911,00:00:00:51,,,,,,,,,,,,
,06/02/2026 16:41,06/02/2026 16:43,XAUUSD,Sell,0.010,0.00000,0.00000,4512.53000,4510.33000,0.0000,0.0000,220.0,2.18,0.02,2911,00:00:01:50,,,,,,,,,,,,
,06/02/2026 16:29,06/02/2026 16:30,XAUUSD,Sell,0.010,0.00000,0.00000,4510.58000,4507.68000,0.0000,0.0000,290.0,2.87,0.03,2911,00:00:01:29,,,,,,,,,,,,
,06/02/2026 16:30,06/02/2026 16:30,XAUUSD,Sell,0.010,0.00000,0.00000,4507.79000,4507.63000,0.0000,0.0000,16.0,0.16,0.00,2911,00:00:00:37,,,,,,,,,,,,
,06/02/2026 16:30,06/02/2026 16:30,XAUUSD,Sell,0.010,0.00000,0.00000,4509.51000,4507.67000,0.0000,0.0000,184.0,1.82,0.02,2911,00:00:00:43,,,,,,,,,,,,
,06/02/2026 16:23,06/02/2026 16:28,XAUUSD,Sell,0.010,0.00000,0.00000,4510.67000,4513.20000,0.0000,0.0000,-253.0,-2.50,-0.02,2911,00:00:04:55,80.0,3m,2218.0,0.13,1965.0,19.650000000000002,-253.0,-2.5300000000000002,88.6,0.0,-2218.00,-22.18
,06/02/2026 16:23,06/02/2026 16:28,XAUUSD,Sell,0.010,0.00000,0.00000,4511.85000,4513.16000,0.0000,0.0000,-131.0,-1.30,-0.01,2911,00:00:05:26,80.0,4m,2214.0,0.06,2083.0,20.830000000000002,-131.0,-1.31,94.1,0.0,-2214.00,-22.14
,06/02/2026 16:24,06/02/2026 16:28,XAUUSD,Sell,0.020,0.00000,0.00000,4512.92000,4513.21000,0.0000,0.0000,-29.0,-0.57,-0.01,2911,00:00:04:05,75.0,3m,2219.0,0.01,2190.0,43.800000000000004,-29.0,-0.58,98.7,0.0,-2219.00,-44.38
,06/02/2026 16:27,06/02/2026 16:28,XAUUSD,Sell,0.040,0.00000,0.00000,4515.14000,4513.23000,0.0000,0.0000,191.0,7.56,0.07,2911,00:00:01:27,,,,,,,,,,,,
,06/02/2026 16:26,06/02/2026 16:28,XAUUSD,Sell,0.030,0.00000,0.00000,4513.75000,4513.22000,0.0000,0.0000,53.0,1.57,0.01,2911,00:00:02:29,,,,,,,,,,,,
,06/02/2026 16:21,06/02/2026 16:21,XAUUSD,Sell,0.010,0.00000,0.00000,4513.47000,4512.43000,0.0000,0.0000,104.0,1.03,0.01,2911,00:00:00:46,,,,,,,,,,,,
,06/02/2026 16:21,06/02/2026 16:21,XAUUSD,Sell,0.010,0.00000,0.00000,4512.29000,4512.41000,0.0000,0.0000,-12.0,-0.12,0.00,2911,00:00:00:03,,,,,,,,,,,,
,06/02/2026 16:21,06/02/2026 16:21,XAUUSD,Sell,0.020,0.00000,0.00000,4514.60000,4512.41000,0.0000,0.0000,219.0,4.34,0.04,2911,00:00:00:30,,,,,,,,,,,,
,06/02/2026 16:13,06/02/2026 16:18,XAUUSD,Sell,0.010,0.00000,0.00000,4513.60000,4513.81000,0.0000,0.0000,-21.0,-0.21,0.00,2911,00:00:05:50,80.0,4m,1918.0,0.01,1897.0,18.97,-21.0,-0.21,98.9,0.0,-1918.00,-19.18
,06/02/2026 16:15,06/02/2026 16:18,XAUUSD,Sell,0.020,0.00000,0.00000,4514.74000,4513.89000,0.0000,0.0000,85.0,1.68,0.02,2911,00:00:03:47,,,,,,,,,,,,
,06/02/2026 16:13,06/02/2026 16:18,XAUUSD,Sell,0.010,0.00000,0.00000,4512.67000,4513.84000,0.0000,0.0000,-117.0,-1.16,-0.01,2911,00:00:05:15,80.0,4m,1921.0,0.06,1804.0,18.04,-117.0,-1.17,93.9,0.0,-1921.00,-19.21
,06/02/2026 16:17,06/02/2026 16:18,XAUUSD,Sell,0.030,0.00000,0.00000,4515.97000,4513.85000,0.0000,0.0000,212.0,6.30,0.06,2911,00:00:01:44,,,,,,,,,,,,
,06/02/2026 16:10,06/02/2026 16:12,XAUUSD,Sell,0.010,0.00000,0.00000,4515.51000,4515.31000,0.0000,0.0000,20.0,0.20,0.00,2911,00:00:02:42,,,,,,,,,,,,
,06/02/2026 16:09,06/02/2026 16:12,XAUUSD,Sell,0.010,0.00000,0.00000,4516.62000,4515.29000,0.0000,0.0000,133.0,1.32,0.01,2911,00:00:03:40,,,,,,,,,,,,
,06/02/2026 16:10,06/02/2026 16:12,XAUUSD,Sell,0.020,0.00000,0.00000,4517.70000,4515.30000,0.0000,0.0000,240.0,4.75,0.04,2911,00:00:02:15,,,,,,,,,,,,
,06/02/2026 16:01,06/02/2026 16:07,XAUUSD,Sell,0.010,0.00000,0.00000,4515.69000,4520.14000,0.0000,0.0000,-445.0,-4.41,-0.04,2911,00:00:06:28,83.4,5m,2175.0,0.26,1730.0,17.3,-445.0,-4.45,79.5,0.0,-2175.00,-21.75
,06/02/2026 16:01,06/02/2026 16:07,XAUUSD,Sell,0.020,0.00000,0.00000,4516.76000,4520.24000,0.0000,0.0000,-348.0,-6.89,-0.06,2911,00:00:06:06,83.4,5m,2185.0,0.19,1837.0,36.74,-348.0,-6.96,84.1,0.0,-2185.00,-43.70
