Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
05/25/2026 02:07,05/26/2026 01:02,XAUUSD,Buy,0.010,4573.66000,4571.22000,-0.0600,-0.4700,-244.0,-2.63,-0.06,"XAUUSD_Long_Strategy_10_3_19",100008,00:22:55:01,7.0,1h 36m,2672.0,4.24,510.0,5.1000000000000005,-2162.0,-21.62,19.1,71.8,-754.00,-7.54
05/25/2026 03:08,05/26/2026 01:00,USTEC,Buy,0.100,29791.80000,29841.60000,0.0000,-0.5700,4980.0,3.71,0.09,"NASDAQ_H1_Long_Strategy_14_2_2",100003,00:21:52:20,,,,,,,,,,,,
05/25/2026 21:06,05/25/2026 23:30,BTCUSD,Buy,0.030,77562.00000,77353.00000,0.0000,0.0000,-209.0,-5.39,-0.13,"BTCUSD_H1_Long_Strategy_24_6_1",100000,00:02:23:04,11.2,16m,386.86,2.36,115.0,3.4499999999999997,-271.86,-8.1558,29.7,16.2,-324.00,-9.72
05/25/2026 19:42,05/25/2026 20:06,BTCUSD,Buy,0.030,77616.00000,77651.00000,0.0000,0.0000,35.0,0.90,0.02,"BTCUSD_H1_Long_Strategy_24_6_1",100000,00:00:24:06,91.7,22m,156.0,0.05,178.0,5.34,-8.91,-0.2673,95.2,23.5,-143.00,-4.29
05/25/2026 12:34,05/25/2026 18:00,BTCUSD,Buy,0.020,77593.00000,77628.00000,0.0000,0.0000,35.0,0.60,0.01,"BTCUSD_H1_Long_Strategy_24_6_1",100000,00:05:25:45,9.3,30m,505.94,2.34,162.0,3.24,-378.94,-7.5788,29.9,76.5,-127.00,-2.54
05/25/2026 10:33,05/25/2026 17:00,USTEC,Buy,0.100,29901.00000,29916.10000,0.0000,0.0000,1510.0,1.30,0.03,"NASDAQ_H1_Long_Strategy_15_2_1",100004,00:06:26:53,,,,,,,,,,,,
05/25/2026 09:00,05/25/2026 17:00,USTEC,Buy,0.200,29898.30000,29916.10000,0.0000,0.0000,1780.0,3.06,0.08,"NASDAQ_H1_Long_Strategy_2_2_21",100002,00:07:59:42,,,,,,,,,,,,
05/25/2026 08:06,05/25/2026 17:00,USTEC,Buy,0.100,29912.20000,29916.20000,0.0000,0.0000,400.0,0.34,0.01,"NASDAQ_H1_Long_Strategy_28_2_1",100005,00:08:53:37,,,,,,,,,,,,
05/25/2026 05:07,05/25/2026 06:26,USTEC,Buy,0.100,29858.80000,29880.40000,0.0000,0.0000,2160.0,1.86,0.05,"NASDAQ_H1_Long_Strategy_28_2_1",100005,00:01:19:11,,,,,,,,,,,,
05/25/2026 01:15,05/25/2026 05:07,BTCUSD,Buy,0.070,76892.00000,77274.00000,0.0000,0.0000,382.0,23.00,0.57,"Master EA|BTCUSD|15m|Engulfing",3,00:03:52:04,69.6,2h 41m,414.36,0.79,395.0,23.7,-310.36,-18.6216,56.0,98.2,-13.00,-0.78
