Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
02/26/2026 16:30,02/26/2026 16:34,XAUUSD,Sell,0.020,5141.30000,5161.83000,-0.1400,0.0000,-2053.0,-34.90,-0.66,"Master EA|XAUUSD|15m|High-Low B",0,00:00:03:40,,,,,,,,,,,,
02/25/2026 10:13,02/25/2026 11:00,USDJPY,Buy,0.170,156.04600,156.30500,-1.1000,0.0000,25.9,22.79,0.43,"Master EA|USDJPY|1h|Closing str",12,00:00:46:23,2.2,1m,29.4,1.14,25.9,23.828,-29.4,-27.048,46.8,100.0,0.00,0.00
02/25/2026 03:15,02/25/2026 03:21,BTCUSD,Buy,0.060,65612.00000,66148.00000,0.0000,0.0000,536.0,27.32,0.52,"Master EA|BTCUSD|15m|Engulfing",3,00:00:06:15,14.3,53s,1636.9,3.05,536.0,26.8,-1636.9,-81.84500000000001,24.7,100.0,0.00,0.00
02/23/2026 01:04,02/23/2026 22:03,XAUUSD,Buy,0.010,5119.16000,5222.24000,-0.0600,0.0000,10308.0,87.36,1.69,"Master EA|XAUUSD|1h|High-Low Br",1,00:20:58:50,95.7,20h 4m,4963.0,0.00,10308.0,103.08,-44.0,-0.44,99.6,100.0,0.00,0.00
02/23/2026 02:00,02/23/2026 18:18,XAUUSD,Buy,0.010,5164.65000,5212.18000,-0.0600,0.0000,4753.0,40.23,0.78,"Master EA|XAUUSD|1h|Consolidati",8,00:16:18:12,14.8,2h 24m,4963.0,0.83,4753.0,47.53,-3936.0,-39.36,54.7,100.0,0.00,0.00
02/23/2026 04:00,02/23/2026 11:31,BTCUSD,Sell,0.030,64405.00000,66108.00000,0.0000,0.0000,-1703.0,-43.25,-0.84,"Master EA|BTCUSD|4h|Engulfing",5,00:07:31:37,0.0,0s,2108.0,2500.00,0.0,0.0,-2108.0,-63.239999999999995,0.0,19.2,-1703.00,-51.09
02/23/2026 04:00,02/23/2026 07:10,BTCUSD,Sell,0.080,64403.00000,65166.00000,0.0000,0.0000,-763.0,-51.64,-0.99,"Master EA|BTCUSD|1h|Engulfing",4,00:03:10:34,0.0,0s,2110.0,2500.00,0.0,0.0,-2110.0,-147.70000000000002,0.0,63.8,-763.00,-53.41
02/23/2026 03:15,02/23/2026 03:20,BTCUSD,Sell,0.080,65471.00000,65046.00000,0.0000,0.0000,425.0,28.76,0.55,"Master EA|BTCUSD|15m|Engulfing",3,00:00:05:13,20.0,1m,2151.0,5.06,425.0,29.750000000000004,-2151.0,-150.57000000000002,16.5,100.0,0.00,0.00
02/23/2026 02:45,02/23/2026 03:00,BTCUSD,Sell,0.120,67041.00000,66685.00000,0.0000,0.0000,356.0,36.05,0.70,"Master EA|BTCUSD|1h|Closing str",14,00:00:14:52,6.7,59s,643.6,1.81,356.0,35.6,-643.6,-64.36,35.6,100.0,0.00,0.00
02/18/2026 23:00,02/23/2026 01:50,USDJPY,Buy,0.220,154.81800,154.38700,-1.4400,5.7500,-43.1,-47.62,-0.91,"Master EA|USDJPY|1h|EMA Ribbon ",11,04:02:50:25,91.5,3d 18h ,123.5,0.54,80.4,96.48,-43.1,-51.72,65.1,0.0,-123.50,-148.20
02/23/2026 00:01,02/23/2026 00:01,USDJPY,Sell,0.180,154.65700,154.93700,-1.1800,0.0000,-28.0,-28.74,-0.55,"Master EA|USDJPY|1h|Closing str",12,00:00:00:06,,,,,,,,,,,,
02/20/2026 08:23,02/20/2026 17:06,XAUUSD,Buy,0.020,5022.93000,4993.65000,-0.1400,0.0000,-2928.0,-49.95,-0.95,"Master EA|XAUUSD|15m|High-Low B",0,00:08:42:56,57.4,5h 0m,5480.0,1.15,2552.0,51.04,-2928.0,-58.56,46.6,0.0,-5480.00,-109.60
02/18/2026 19:00,02/20/2026 11:13,XAUUSD,Buy,0.010,5001.29000,5040.76000,-0.0600,-2.1900,3947.0,31.30,0.60,"Master EA|XAUUSD|1h|Trendline",9,01:16:13:38,23.7,9h 32m,4800.0,1.01,3947.0,39.47,-3978.0,-39.78,49.8,100.0,0.00,0.00
02/19/2026 08:45,02/19/2026 11:36,XAUUSD,Buy,0.030,5010.72000,4998.64000,-0.2000,0.0000,-1208.0,-30.91,-0.58,"Master EA|XAUUSD|15m|High-Low B",0,00:02:51:05,55.6,1h 35m,2223.0,1.45,1015.0,30.45,-1468.0,-44.04,40.9,10.5,-2223.00,-66.69
02/19/2026 03:00,02/19/2026 07:46,XAUUSD,Buy,0.010,4961.38000,4997.56000,-0.0600,0.0000,3618.0,30.62,0.58,"Master EA|XAUUSD|1h|Reversion",7,00:04:46:28,99.4,4h 44m,1091.0,0.01,3618.0,36.18,-53.0,-0.53,98.6,100.0,0.00,0.00
02/18/2026 20:22,02/18/2026 21:00,BTCUSD,Sell,0.060,66670.00000,66345.00000,0.0000,0.0000,325.0,16.51,0.32,"Master EA|BTCUSD|1h|Closing str",14,00:00:37:54,2.7,1m,582.0,1.79,325.0,16.25,-582.0,-29.1,35.8,100.0,0.00,0.00
02/18/2026 10:12,02/18/2026 12:00,BTCUSD,Buy,0.050,68246.00000,68121.00000,0.0000,0.0000,-125.0,-5.29,-0.10,"Master EA|BTCUSD|1h|Closing str",14,00:01:47:58,18.7,20m,556.0,2.79,199.0,7.96,-556.0,-22.240000000000002,26.4,57.1,-324.00,-12.96
02/17/2026 16:00,02/18/2026 05:21,XAUUSD,Sell,0.010,4870.44000,4918.60000,-0.0600,0.4600,-4816.0,-40.26,-0.76,"Master EA|XAUUSD|1h|Consolidati",8,00:13:21:43,24.2,3h 14m,6666.0,3.25,1850.0,18.5,-6019.0,-60.19,23.5,15.3,-6666.00,-66.66
02/17/2026 16:45,02/17/2026 18:01,BTCUSD,Sell,0.060,67055.00000,67645.00000,0.0000,0.0000,-590.0,-30.00,-0.56,"Master EA|BTCUSD|15m|Engulfing",3,00:01:16:53,22.1,16m,1345.0,3.86,348.4,17.419999999999998,-1345.0,-67.25,20.6,44.6,-938.40,-46.92
02/17/2026 16:42,02/17/2026 17:00,BTCUSD,Sell,0.050,67168.00000,66834.00000,0.0000,0.0000,334.0,14.11,0.27,"Master EA|BTCUSD|1h|Closing str",14,00:00:17:19,5.9,1m,1107.0,3.31,334.0,13.36,-1107.0,-44.28,23.2,100.0,0.00,0.00
02/17/2026 07:31,02/17/2026 08:33,XAUUSD,Sell,0.020,4876.20000,4904.28000,-0.1400,0.0000,-2808.0,-47.56,-0.89,"Master EA|XAUUSD|1h|High-Low Br",1,00:01:02:05,1.7,1m,7883.0,20.08,393.0,7.86,-7883.0,-157.66,4.7,61.3,-3201.00,-64.02
02/17/2026 03:00,02/17/2026 07:19,XAUUSD,Sell,0.010,4936.61000,4896.42000,-0.0600,0.0000,4019.0,33.89,0.64,"Master EA|XAUUSD|1h|Trendline",9,00:04:19:15,2.7,6m,5309.0,1.32,4019.0,40.19,-5309.0,-53.09,43.1,100.0,0.00,0.00
02/13/2026 04:00,02/17/2026 07:15,XAUUSD,Sell,0.010,4979.84000,4915.12000,-0.0600,0.9200,6472.0,55.53,1.06,"Master EA|XAUUSD|1h|Reversion",7,04:03:15:48,16.4,16h 16m,10157.0,0.94,6472.0,64.72,-6055.0,-60.550000000000004,51.7,100.0,0.00,0.00
02/17/2026 02:52,02/17/2026 07:15,XAUUSD,Sell,0.020,4951.13000,4917.17000,-0.1400,0.0000,3396.0,57.23,1.10,"Master EA|XAUUSD|15m|High-Low B",0,00:04:23:20,13.0,34m,4263.0,1.26,3396.0,67.92,-4263.0,-85.26,44.3,100.0,0.00,0.00
02/16/2026 15:30,02/16/2026 17:31,BTCUSD,Sell,0.060,68550.00000,68001.00000,0.0000,0.0000,549.0,27.80,0.54,"Master EA|BTCUSD|15m|Engulfing",3,00:02:01:04,40.2,48m,1564.0,2.85,549.0,27.450000000000003,-1564.0,-78.2,26.0,100.0,0.00,0.00
02/13/2026 07:49,02/13/2026 08:00,USDJPY,Buy,0.140,153.35100,153.29400,-0.9200,0.0000,-5.7,-5.31,-0.10,"Master EA|USDJPY|1h|Closing str",12,00:00:10:50,0.0,0s,14.3,14.31,0.0,0.0,-14.3,-11.011000000000001,0.0,60.1,-5.70,-4.39
02/12/2026 19:00,02/13/2026 01:02,XAUUSD,Sell,0.010,4954.68000,4896.15000,-0.0600,0.4500,5853.0,49.70,0.97,"Master EA|XAUUSD|1h|Trendline",9,00:06:02:07,81.6,4h 55m,11189.0,1.69,6612.0,66.12,-11189.0,-111.89,37.1,95.7,-759.00,-7.59
02/12/2026 18:11,02/12/2026 18:15,XAUUSD,Sell,0.010,5015.98000,4944.68000,-0.0600,0.0000,7130.0,60.03,1.18,"Master EA|XAUUSD|15m|High-Low B",0,00:00:04:09,25.0,1m,5019.0,0.70,7130.0,71.3,-5019.0,-50.19,58.7,100.0,0.00,0.00
02/12/2026 17:48,02/12/2026 18:00,EURUSD,Buy,0.200,1.18879,1.18859,-1.3000,0.0000,-2.0,-4.67,-0.09,"Master EA|EURUSD|1h|Closing str",15,00:00:11:28,0.0,0s,7.0,7.00,0.0,0.0,-7.0,-11.83,0.0,71.4,-2.00,-3.38
02/11/2026 16:15,02/11/2026 16:34,BTCUSD,Buy,0.050,68413.00000,67690.00000,0.0000,0.0000,-723.0,-30.47,-0.60,"Master EA|BTCUSD|15m|Engulfing",3,00:00:19:08,0.0,0s,1613.2,1666.67,0.0,0.0,-1613.2,-64.528,0.0,55.2,-723.00,-28.92
02/11/2026 12:44,02/11/2026 15:30,XAUUSD,Buy,0.010,5088.92000,5033.73000,-0.0600,0.0000,-5519.0,-46.67,-0.91,"Master EA|XAUUSD|1h|High-Low Br",1,00:02:46:26,62.7,1h 44m,8103.0,2.14,2584.0,25.84,-5519.0,-55.19,31.9,0.0,-8103.00,-81.03
02/11/2026 13:00,02/11/2026 15:30,XAUUSD,Buy,0.010,5095.55000,5040.29000,-0.0600,0.0000,-5526.0,-46.71,-0.90,"Master EA|XAUUSD|1h|Trendline",9,00:02:30:26,46.7,1h 10m,7447.0,2.88,1921.0,19.21,-5526.0,-55.26,25.8,0.0,-7447.00,-74.47
02/11/2026 12:40,02/11/2026 14:41,XAUUSD,Buy,0.010,5083.28000,5052.90000,-0.0600,0.0000,-3038.0,-25.58,-0.49,"Master EA|XAUUSD|15m|High-Low B",0,00:02:00:27,48.8,58m,5427.0,1.27,2389.0,23.89,-3038.0,-30.38,44.0,0.0,-5427.00,-54.27
02/10/2026 16:45,02/10/2026 17:06,BTCUSD,Sell,0.050,68133.00000,68832.00000,0.0000,0.0000,-699.0,-29.38,-0.56,"Master EA|BTCUSD|15m|Engulfing",3,00:00:21:39,0.0,0s,950.2,1000.00,0.0,0.0,-950.2,-38.008,0.0,26.4,-699.00,-27.96
02/09/2026 17:33,02/10/2026 01:10,XAUUSD,Buy,0.010,5052.05000,5017.61000,-0.0600,-0.4900,-3444.0,-29.46,-0.56,"Master EA|XAUUSD|15m|High-Low B",0,00:07:37:02,81.9,6h 14m,6521.0,1.12,3077.0,30.77,-3444.0,-34.44,47.2,0.0,-6521.00,-65.21
02/09/2026 10:30,02/09/2026 11:00,BTCUSD,Sell,0.040,69935.00000,69804.00000,0.0000,0.0000,131.0,4.40,0.08,"Master EA|BTCUSD|1h|Closing str",14,00:00:29:05,3.5,1m,732.0,5.59,131.0,3.9299999999999997,-732.0,-21.96,15.2,100.0,0.00,0.00
02/06/2026 23:29,02/09/2026 01:00,USDJPY,Buy,0.270,157.15600,157.40300,-1.7600,1.4800,24.7,35.57,0.68,"Master EA|USDJPY|1h|Closing str",12,02:01:30:15,97.9,2d ,0.0,0.13,24.7,35.815,3.2,4.64,114.9,100.0,0.00,0.00
02/05/2026 23:33,02/06/2026 07:29,XAUUSD,Sell,0.010,4789.22000,4851.68000,-0.0600,0.3900,-6246.0,-52.61,-0.99,"Master EA|XAUUSD|15m|High-Low B",0,00:07:55:24,58.9,4h 40m,19497.0,0.47,13251.0,132.51,-6246.0,-62.46,68.0,0.0,-19497.00,-194.97
02/04/2026 15:00,02/04/2026 17:22,XAUUSD,Buy,0.010,5041.42000,4956.36000,-0.0600,0.0000,-8506.0,-72.08,-1.34,"Master EA|XAUUSD|1h|Reversion",7,00:02:22:44,77.5,1h 50m,10604.0,4.06,2098.0,20.98,-8506.0,-85.06,19.8,0.0,-10604.00,-106.04
02/04/2026 16:32,02/04/2026 17:00,EURUSD,Sell,0.250,1.18044,1.18133,-1.6200,0.0000,-8.9,-20.45,-0.38,"Master EA|EURUSD|1h|Closing str",15,00:00:27:25,0.0,0s,20.2,20.20,0.0,0.0,-20.2,-42.824,0.0,55.9,-8.90,-18.87
02/03/2026 16:05,02/03/2026 17:00,EURUSD,Sell,0.220,1.17827,1.17912,-1.4400,0.0000,-8.5,-17.30,-0.32,"Master EA|EURUSD|1h|Closing str",15,00:00:54:10,0.0,0s,22.6,22.62,0.0,0.0,-22.6,-42.26200000000001,0.0,62.4,-8.50,-15.90
02/02/2026 17:01,02/02/2026 23:00,USDJPY,Buy,0.160,155.51700,155.58400,-1.0400,0.0000,6.7,4.80,0.09,"Master EA|USDJPY|1h|Closing str",12,00:05:58:17,64.9,3h 52m,36.7,1.41,26.0,22.62,-36.7,-31.929000000000002,41.5,69.2,-19.30,-16.79
02/02/2026 07:49,02/02/2026 07:50,XAUUSD,Sell,0.020,4536.44000,4562.02000,-0.1400,0.0000,-2558.0,-43.33,-0.80,"Master EA|XAUUSD|1h|High-Low Br[sl 4562.06]",1,00:00:00:48,,,,,,,,,,,,
01/30/2026 22:59,02/02/2026 01:00,USDJPY,Buy,0.170,154.76400,155.29200,-1.1000,0.9100,52.8,48.60,0.90,"Master EA|USDJPY|1h|Closing str",12,02:02:00:47,96.9,2d ,0.0,0.01,52.8,48.576,0.5,0.46,101.0,100.0,0.00,0.00
01/30/2026 04:00,01/30/2026 20:55,BTCUSD,Sell,0.040,82324.31000,83836.55000,0.0000,0.0000,-1512.2,-50.91,-0.94,"Master EA|BTCUSD|1h|Engulfing[sl 83834.35]",4,00:16:55:12,11.8,1h 59m,2518.55,1.81,1006.31,30.189299999999996,-1819.69,-54.5907,35.6,10.9,-2518.51,-75.56
01/30/2026 10:33,01/30/2026 19:51,XAUUSD,Sell,0.010,5098.82000,4836.78000,-0.0600,0.0000,26204.0,220.67,4.22,"Master EA|XAUUSD|15m|High-Low B[tp 4836.58]",0,00:09:18:03,67.9,6h 18m,15823.0,0.32,26204.0,262.04,-8276.0,-82.76,76.0,100.0,0.00,0.00
01/30/2026 03:45,01/30/2026 04:26,BTCUSD,Sell,0.050,81858.31000,81204.06000,0.0000,0.0000,654.3,27.47,0.53,"Master EA|BTCUSD|15m|Engulfing[tp 81195.36]",3,00:00:41:48,11.2,4m,2335.69,3.57,654.25,26.17,-2335.69,-93.4276,21.9,100.0,0.05,0.00
01/29/2026 18:00,01/29/2026 20:30,BTCUSD,Sell,0.040,84770.60000,83539.23000,0.0000,0.0000,1231.4,41.21,0.80,"Master EA|BTCUSD|1h|Trendline[tp 83549.74]",13,00:02:30:39,45.5,1h 8m,879.0,0.54,1231.37,36.9411,-661.7,-19.851,65.0,100.0,0.03,0.00
01/29/2026 18:00,01/29/2026 20:26,BTCUSD,Sell,0.040,84770.73000,83568.82000,0.0000,0.0000,1201.9,40.23,0.79,"Master EA|BTCUSD|1h|Engulfing[tp 83570.68]",4,00:02:26:56,50.0,1h 13m,879.0,0.55,1201.91,36.0573,-661.57,-19.8471,64.5,100.0,-0.01,0.00
01/29/2026 17:15,01/29/2026 17:40,BTCUSD,Sell,0.060,85211.42000,84717.08000,0.0000,0.0000,494.3,24.87,0.49,"Master EA|BTCUSD|15m|Engulfing[tp 84706.79]",3,00:00:25:24,,,,,,,,,,,,
01/29/2026 11:00,01/29/2026 17:09,XAUUSD,Buy,0.010,5512.13000,5410.38000,-0.0600,0.0000,-10175.0,-85.19,-1.65,"Master EA|XAUUSD|1h|Reversion[sl 5410.64]",7,00:06:09:36,64.9,3h 59m,13159.0,3.41,2984.0,29.84,-10175.0,-101.75,22.7,0.0,-13159.00,-131.59
01/29/2026 17:00,01/29/2026 17:03,BTCUSD,Sell,0.090,86870.26000,86474.51000,0.0000,0.0000,395.8,29.77,0.58,"Master EA|BTCUSD|15m|Engulfing[tp 86476.60]",3,00:00:03:26,,,,,,,,,,,,
01/27/2026 23:00,01/28/2026 05:03,XAUUSD,Buy,0.010,5179.45000,5236.76000,-0.0600,-0.5100,5731.0,47.19,0.93,"Master EA|XAUUSD|1h|Consolidati[tp 5236.74]",8,00:06:03:52,45.9,2h 47m,4092.0,0.71,5731.0,57.31,-4092.0,-40.92,58.3,100.0,0.00,0.00
01/27/2026 22:03,01/28/2026 03:45,XAUUSD,Buy,0.010,5118.84000,5220.35000,-0.0600,-0.5100,10151.0,84.02,1.68,"Master EA|XAUUSD|15m|High-Low B[tp 5220.54]",0,00:05:42:03,85.6,4h 52m,3161.0,0.31,10151.0,101.51,-3161.0,-31.61,76.3,100.0,0.00,0.00
01/22/2026 19:22,01/26/2026 01:02,XAUUSD,Buy,0.010,4888.34000,5019.92000,-0.0600,-1.0000,13158.0,109.65,2.24,"Master EA|XAUUSD|15m|High-Low B[tp 4994.37]",0,03:05:39:05,98.9,3d 4h ,6151.0,0.09,13158.0,131.58,-1167.0,-11.67,91.9,100.0,0.00,0.00
01/23/2026 16:45,01/23/2026 17:45,BTCUSD,Sell,0.080,88837.97000,89270.04000,0.0000,0.0000,-432.1,-29.42,-0.60,"Master EA|BTCUSD|15m|Engulfing[sl 89267.92]",3,00:01:00:38,23.1,14m,867.03,4.96,174.97,12.247900000000001,-867.03,-60.6921,16.8,41.7,-607.07,-42.49
01/23/2026 11:00,01/23/2026 16:48,XAUUSD,Buy,0.010,4913.20000,4955.31000,-0.0600,0.0000,4211.0,35.80,0.73,"Master EA|XAUUSD|1h|Reversion[tp 4955.35]",7,00:05:48:56,91.5,5h 19m,4146.0,0.19,4211.0,42.11,-797.0,-7.97,84.1,100.0,0.00,0.00
01/22/2026 15:45,01/22/2026 16:35,BTCUSD,Sell,0.090,89511.51000,89179.75000,0.0000,0.0000,331.8,25.49,0.52,"Master EA|BTCUSD|15m|Engulfing[tp 89182.55]",3,00:00:50:45,,,,,,,,,,,,
01/21/2026 21:30,01/21/2026 22:00,XAUUSD,Sell,0.010,4802.10000,4780.60000,-0.0600,0.0000,2150.0,18.33,0.38,"Master EA|XAUUSD|1h|Closing str",10,00:00:29:04,20.0,5m,4832.0,2.25,2150.0,21.5,-4832.0,-48.32,30.8,100.0,0.00,0.00
01/21/2026 14:39,01/21/2026 15:00,USDJPY,Sell,0.230,157.81100,157.79000,-1.5000,0.0000,2.1,1.11,0.02,"Master EA|USDJPY|1h|Closing str",12,00:00:20:09,25.0,5m,13.3,6.34,2.1,2.604,-13.3,-16.492,13.6,100.0,0.00,0.00
01/21/2026 04:00,01/21/2026 06:55,XAUUSD,Buy,0.010,4835.56000,4870.03000,-0.0600,0.0000,3447.0,29.35,0.61,"Master EA|XAUUSD|1h|Consolidati[tp 4869.99]",8,00:02:55:29,30.6,53m,3989.0,1.16,3447.0,34.47,-3989.0,-39.89,46.4,100.0,0.00,0.00
01/21/2026 00:45,01/21/2026 04:05,BTCUSD,Sell,0.040,88462.81000,89164.43000,0.0000,0.0000,-701.6,-23.92,-0.49,"Master EA|BTCUSD|15m|Engulfing[sl 89163.41]",3,00:03:20:20,50.0,1h 40m,1167.63,2.22,466.01,13.9803,-1034.19,-31.0257,31.1,22.2,-1167.61,-35.03
01/19/2026 02:00,01/21/2026 03:07,XAUUSD,Buy,0.010,4674.30000,4797.63000,-0.0600,-1.0000,12333.0,104.13,2.20,"Master EA|XAUUSD|1h|RSI[tp 4797.25]",6,02:01:07:57,48.0,23h 35m,2615.0,0.14,12333.0,123.33,-1683.0,-16.830000000000002,88.0,100.0,0.00,0.00
01/20/2026 19:00,01/21/2026 00:33,BTCUSD,Sell,0.050,90051.75000,89051.91000,0.0000,0.0000,999.8,42.63,0.91,"Master EA|BTCUSD|1h|Trendline[tp 89060.88]",13,00:05:33:24,78.3,4h 21m,515.4,0.47,999.84,39.9936,-471.15,-18.846,68.0,100.0,-0.04,0.00
01/12/2026 02:07,01/20/2026 10:56,XAUUSD,Buy,0.010,4550.30000,4729.64000,-0.0600,-4.1100,17934.0,148.87,3.27,"Master EA|XAUUSD|4h|High-Low Br[tp 4729.62]",2,08:08:49:20,99.8,8d 8h ,7723.0,0.06,17934.0,179.34,-1036.0,-10.36,94.5,100.0,0.00,0.00
01/20/2026 06:35,01/20/2026 10:11,XAUUSD,Buy,0.020,4691.81000,4725.52000,-0.1400,0.0000,3371.0,57.49,1.28,"Master EA|XAUUSD|15m|High-Low B[tp 4725.51]",0,00:03:36:08,78.6,2h 49m,1142.0,0.34,3371.0,67.42,-1142.0,-22.84,74.7,100.0,0.00,0.00
01/20/2026 03:00,01/20/2026 06:35,XAUUSD,Buy,0.010,4660.25000,4689.62000,-0.0600,0.0000,2937.0,25.12,0.56,"Master EA|XAUUSD|1h|Reversion[tp 4689.60]",7,00:03:35:41,100.0,3h 35m,710.0,0.00,2937.0,29.37,0.0,0.0,100.0,100.0,0.00,0.00
01/19/2026 16:15,01/19/2026 18:54,BTCUSD,Sell,0.060,92810.43000,93294.97000,0.0000,0.0000,-484.5,-24.96,-0.56,"Master EA|BTCUSD|15m|Engulfing[sl 93294.62]",3,00:02:39:58,18.2,29m,531.97,10.22,47.43,2.3715,-484.54,-24.227000000000004,8.9,0.0,-531.93,-26.60
01/19/2026 04:00,01/19/2026 16:01,BTCUSD,Sell,0.030,92519.89000,94105.87000,0.0000,0.0000,-1586.0,-40.90,-0.90,"Master EA|BTCUSD|4h|Engulfing[sl 93976.76]",5,00:12:01:56,14.6,1h 45m,1691.37,15.06,105.39,3.1616999999999997,-1585.98,-47.5794,6.2,0.0,-1691.39,-50.74
01/19/2026 03:00,01/19/2026 16:01,BTCUSD,Sell,0.080,92627.85000,93651.16000,0.0000,0.0000,-1023.3,-70.38,-1.53,"Master EA|BTCUSD|1h|Engulfing[sl 93326.42]",4,00:13:01:19,34.7,4h 31m,1236.66,4.80,213.35,14.934500000000002,-1023.31,-71.63170000000001,17.3,0.0,-1236.65,-86.57
01/19/2026 00:28,01/19/2026 03:00,USDJPY,Sell,0.210,157.83300,157.47600,-1.3600,0.0000,35.7,39.57,0.87,"Master EA|USDJPY|1h|Closing str",12,00:02:31:12,54.6,1h 22m,28.1,0.20,35.7,41.055,-7.1,-8.165,83.4,100.0,0.00,0.00
01/19/2026 02:15,01/19/2026 02:42,BTCUSD,Sell,0.060,92345.55000,92949.52000,0.0000,0.0000,-604.0,-31.15,-0.68,"Master EA|BTCUSD|15m|Engulfing[sl 92936.65]",3,00:00:27:35,,,,,,,,,,,,
01/19/2026 02:00,01/19/2026 02:01,BTCUSD,Sell,0.100,93615.73000,93105.07000,0.0000,0.0000,510.7,43.94,0.97,"Master EA|BTCUSD|1h|Engulfing[tp 93103.61]",4,00:00:01:37,,,,,,,,,,,,
01/19/2026 02:00,01/19/2026 02:01,BTCUSD,Sell,0.080,93610.60000,93218.26000,0.0000,0.0000,392.3,27.01,0.60,"Master EA|BTCUSD|15m|Engulfing[tp 93239.12]",3,00:00:01:14,,,,,,,,,,,,
01/19/2026 01:30,01/19/2026 01:46,BTCUSD,Sell,0.100,94554.20000,94253.54000,0.0000,0.0000,300.7,25.87,0.57,"Master EA|BTCUSD|15m|Engulfing[tp 94255.96]",3,00:00:16:25,,,,,,,,,,,,
01/19/2026 01:03,01/19/2026 01:32,XAUUSD,Buy,0.030,4645.33000,4687.82000,-0.2000,0.0000,4249.0,109.56,2.50,"Master EA|XAUUSD|1h|High-Low Br[tp 4686.81]",1,00:00:29:17,,,,,,,,,,,,
01/19/2026 01:15,01/19/2026 01:22,BTCUSD,Sell,0.110,95021.79000,94760.26000,0.0000,0.0000,261.5,24.78,0.57,"Master EA|BTCUSD|15m|Engulfing[tp 94763.97]",3,00:00:07:57,,,,,,,,,,,,
01/19/2026 01:02,01/19/2026 01:08,XAUUSD,Buy,0.020,4639.59000,4660.83000,-0.1400,0.0000,2124.0,36.48,0.84,"Master EA|XAUUSD|15m|High-Low B[tp 4660.62]",0,00:00:06:16,,,,,,,,,,,,
01/16/2026 17:30,01/16/2026 20:04,BTCUSD,Sell,0.060,94682.61000,95147.44000,0.0000,0.0000,-464.8,-24.06,-0.55,"Master EA|BTCUSD|15m|Engulfing[sl 95142.43]",3,00:02:34:23,27.3,42m,847.39,3.60,235.61,11.780500000000002,-847.39,-42.3695,21.8,35.3,-700.41,-35.02
01/16/2026 17:26,01/16/2026 18:00,XAUUSD,Sell,0.010,4581.68000,4569.84000,-0.0600,0.0000,1184.0,10.15,0.23,"Master EA|XAUUSD|1h|Closing str",10,00:00:33:50,,,,,,,,,,,,
01/16/2026 15:52,01/16/2026 16:00,USDJPY,Sell,0.210,157.95300,158.01200,-1.3600,0.0000,-5.9,-8.11,-0.19,"Master EA|USDJPY|1h|Closing str",12,00:00:07:40,,,,,,,,,,,,
01/15/2026 16:45,01/15/2026 16:54,BTCUSD,Sell,0.060,95781.39000,96296.71000,0.0000,0.0000,-515.3,-26.65,-0.61,"Master EA|BTCUSD|15m|Engulfing[sl 96290.68]",3,00:00:09:59,,,,,,,,,,,,
01/14/2026 01:00,01/14/2026 08:35,BTCUSD,Buy,0.040,95782.25000,94502.58000,0.0000,0.0000,-1279.7,-43.95,-0.99,"Master EA|BTCUSD|1h|Engulfing[sl 94497.83]",4,00:07:35:55,0.0,0s,1279.67,1428.57,0.0,0.0,-1279.67,-38.390100000000004,0.0,0.0,-1279.70,-38.39
01/14/2026 00:15,01/14/2026 08:06,BTCUSD,Buy,0.040,95629.58000,94800.54000,0.0000,0.0000,-829.0,-28.48,-0.64,"Master EA|BTCUSD|15m|Engulfing[sl 94801.56]",3,00:07:51:17,6.3,29m,849.66,40.32,20.62,0.6186,-829.04,-24.871199999999998,2.4,0.0,-849.62,-25.49
01/14/2026 07:01,01/14/2026 08:00,XAUUSD,Buy,0.010,4636.12000,4618.61000,-0.0600,0.0000,-1751.0,-15.10,-0.34,"Master EA|XAUUSD|1h|Closing str",10,00:00:58:06,,,,,,,,,,,,
01/14/2026 07:01,01/14/2026 07:57,XAUUSD,Buy,0.020,4636.12000,4622.84000,-0.1400,0.0000,-1328.0,-22.95,-0.51,"Master EA|XAUUSD|15m|High-Low B[sl 4622.93]",0,00:00:55:38,,,,,,,,,,,,
01/13/2026 16:47,01/13/2026 17:03,XAUUSD,Buy,0.020,4630.89000,4616.17000,-0.1400,0.0000,-1472.0,-25.38,-0.56,"Master EA|XAUUSD|15m|High-Low B[sl 4616.21]",0,00:00:16:26,,,,,,,,,,,,
01/12/2026 23:00,01/13/2026 16:47,XAUUSD,Buy,0.010,4595.03000,4631.87000,-0.0600,-0.5000,3684.0,31.03,0.69,"Master EA|XAUUSD|1h|Reversion[tp 4631.18]",7,00:17:47:13,25.4,4h 31m,2517.0,0.52,3684.0,36.84,-1898.0,-18.98,66.0,100.0,0.00,0.00
01/12/2026 03:00,01/12/2026 17:33,XAUUSD,Buy,0.010,4589.32000,4622.62000,-0.0600,0.0000,3330.0,28.46,0.64,"Master EA|XAUUSD|1h|Consolidati[tp 4622.64]",8,00:14:33:12,35.6,5h 10m,2466.0,0.74,3330.0,33.3,-2466.0,-24.66,57.5,100.0,0.00,0.00
