Tags,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USC),Min(pips),Min(USC),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USC)
,04/09/2025 06:23,04/09/2025 06:38,XAUUSD,Buy,3.160,0.00000,0.00000,3029.58000,3029.97000,0.0000,0.0000,39.0,120.40,0.01,"XAU ZC-01 HL 5",6548,00:00:14:43,80.0,11m,429.0,0.39,445.0,1375.05,-175.0,-540.75,71.8,34.5,-406.00,-1254.54
,04/08/2025 23:24,04/09/2025 01:41,XAUUSD,Sell,4.250,0.00000,0.00000,2980.87000,2999.75000,0.0000,0.0000,-1888.0,-8026.55,-0.94,"XAU ZC-01 HL 7",6550,00:02:17:05,59.2,1h 21m,2925.0,1.82,1037.0,4407.25,-1888.0,-8024.0,35.5,0.0,-2925.00,-12431.25
,04/08/2025 22:44,04/08/2025 23:04,XAUUSD,Sell,4.260,0.00000,0.00000,2980.66000,2985.61000,0.0000,0.0000,-495.0,-2109.55,-0.25,"XAU ZC-01 HL 7",6550,00:00:19:33,15.0,2m,872.0,45.05,19.0,80.94,-853.0,-3633.7799999999997,2.2,41.1,-514.00,-2189.64
,04/08/2025 20:14,04/08/2025 22:01,XAUUSD,Sell,4.270,0.00000,0.00000,2980.45000,2985.47000,0.0000,0.0000,-502.0,-2143.54,-0.25,"XAU ZC-01 HL 7",6550,00:01:46:05,14.1,14m,816.0,1.60,314.0,1340.78,-502.0,-2143.54,38.5,0.0,-816.00,-3484.32
,04/08/2025 19:26,04/08/2025 19:53,XAUUSD,Sell,4.280,0.00000,0.00000,2980.81000,2985.87000,0.0000,0.0000,-506.0,-2161.83,-0.25,"XAU ZC-01 HL 7",6550,00:00:27:16,44.5,12m,892.0,1.31,386.0,1648.2199999999998,-506.0,-2160.62,43.3,0.0,-892.00,-3808.84
,04/08/2025 18:13,04/08/2025 18:29,XAUUSD,Sell,4.290,0.00000,0.00000,2980.88000,2985.83000,0.0000,0.0000,-495.0,-2121.83,-0.25,"XAU ZC-01 HL 7",6550,00:00:16:29,0.0,0s,495.0,500.00,0.0,0.0,-495.0,-2123.55,0.0,0.0,-495.00,-2123.55
,04/08/2025 17:41,04/08/2025 17:48,XAUUSD,Sell,4.300,0.00000,0.00000,2980.83000,2985.77000,0.0000,0.0000,-494.0,-2126.78,-0.25,"XAU ZC-01 HL 7",6550,00:00:07:17,0.0,0s,494.0,500.00,0.0,0.0,-494.0,-2129.14,0.0,0.0,-494.00,-2129.14
,04/08/2025 16:31,04/08/2025 17:41,XAUUSD,Sell,4.280,0.00000,0.00000,2992.73000,2981.04000,0.0000,0.0000,1169.0,5004.17,0.59,"XAU ZC-01 HL 8",6551,00:01:09:25,100.0,1h 9m,632.0,0.00,1736.0,7430.080000000001,0.0,0.0,100.0,67.3,-567.00,-2426.76
,04/08/2025 17:10,04/08/2025 17:41,XAUUSD,Sell,3.210,0.00000,0.00000,2980.67000,2981.03000,0.0000,0.0000,-36.0,-116.20,-0.01,"XAU ZC-01 HL 7",6550,00:00:30:27,61.3,18m,632.0,0.58,530.0,1711.9,-308.0,-994.84,63.2,32.5,-566.00,-1828.18
,04/08/2025 07:42,04/08/2025 12:10,XAUUSD,Sell,4.310,0.00000,0.00000,3004.57000,3019.52000,0.0000,0.0000,-1495.0,-6443.45,-0.75,"XAU ZC-01 HL 9",6552,00:04:28:00,19.5,52m,2380.0,1.69,885.0,3814.3499999999995,-1495.0,-6443.45,37.2,0.0,-2380.00,-10257.80
