Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
05/06/2026 08:56,05/06/2026 10:14,XAUUSD,Buy,0.020,4660.52000,0.00000,4660.16000,4660.36000,-0.1200,0.0000,20.0,0.28,0.04,"Gold G system",00:01:17:36,1.3,1m,0.0,0.05,20.0,0.4,0.0,0.0,100.0,100.0,0.00,0.00
05/04/2026 19:08,05/04/2026 19:12,XAUUSD,Sell,0.020,4514.72000,0.00000,4509.51000,4514.72000,-0.1200,0.0000,-521.0,-10.54,-1.45,"Gold G system",00:00:04:14,0.0,0s,521.0,526.32,0.0,0.0,-521.0,-10.42,0.0,0.0,-521.00,-10.42
05/01/2026 17:12,05/01/2026 17:19,XAUUSD,Buy,0.020,4649.85000,0.00000,4648.75000,4649.77000,-0.1200,0.0000,102.0,1.92,0.27,"Gold G system",00:00:06:55,14.3,59s,1097.0,10.76,102.0,2.04,-1097.0,-21.94,8.5,100.0,0.00,0.00
04/29/2026 12:50,04/29/2026 13:03,XAUUSD,Sell,0.020,4561.44000,0.00000,4554.38000,4561.55000,-0.1200,0.0000,-717.0,-14.46,-1.96,"Gold G system",00:00:12:49,,,,,,,,,,,,
04/28/2026 08:06,04/28/2026 08:55,XAUUSD,Sell,0.020,4633.91000,0.00000,4652.52000,4633.91000,-0.1200,0.0000,1861.0,37.10,5.29,"Gold G system",00:00:48:50,100.0,48m,1808.0,0.00,3543.0,70.86,0.0,0.0,100.0,52.5,-1682.00,-33.64
04/28/2026 05:02,04/28/2026 05:05,XAUUSD,Sell,0.020,4676.08000,0.00000,4666.92000,4676.45000,-0.1200,0.0000,-953.0,-19.18,-2.66,"Gold G system",00:00:02:58,,,,,,,,,,,,
04/27/2026 18:02,04/27/2026 18:21,XAUUSD,Sell,0.020,4678.70000,0.00000,4670.83000,4678.69000,-0.1200,0.0000,-786.0,-15.84,-2.15,"Gold G system[sl 4678.70]",00:00:18:49,0.0,0s,1252.0,1428.57,0.0,0.0,-1252.0,-25.04,0.0,37.2,-786.00,-15.72
04/27/2026 15:41,04/27/2026 17:36,XAUUSD,Sell,0.020,4694.76000,0.00000,4698.53000,4694.56000,-0.1200,0.0000,397.0,7.82,1.07,"Gold G system",00:01:54:29,100.0,1h 54m,2726.0,0.00,3123.0,62.46,0.0,0.0,100.0,12.7,-2726.00,-54.52
04/24/2026 16:48,04/24/2026 16:51,XAUUSD,Buy,0.020,4707.75000,0.00000,4717.24000,4707.72000,-0.1200,0.0000,-952.0,-19.16,-2.56,"Gold G system[sl 4707.75]",00:00:03:06,,,,,,,,,,,,
04/24/2026 07:22,04/24/2026 07:44,XAUUSD,Sell,0.020,4668.49000,0.00000,4663.13000,4668.52000,-0.1200,0.0000,-539.0,-10.90,-1.44,"Gold G system",00:00:22:20,0.0,0s,2238.0,2500.00,0.0,0.0,-2238.0,-44.76,0.0,75.9,-539.00,-10.78
04/23/2026 20:46,04/23/2026 20:47,XAUUSD,Sell,0.020,4677.11000,0.00000,4667.59000,4677.34000,-0.1200,0.0000,-975.0,-19.62,-2.52,"Gold G system[sl 4677.11]",00:00:00:53,,,,,,,,,,,,
04/23/2026 20:42,04/23/2026 20:42,XAUUSD,Sell,0.020,4692.73000,0.00000,4683.21000,4692.77000,-0.1200,0.0000,-956.0,-19.24,-2.41,"Gold G system[sl 4692.73]",00:00:00:16,,,,,,,,,,,,
04/23/2026 13:09,04/23/2026 13:40,XAUUSD,Sell,0.020,4695.37000,0.00000,4692.06000,4695.42000,-0.1200,0.0000,-336.0,-6.84,-0.85,"Gold G system[sl 4695.37]",00:00:30:23,0.0,0s,4131.0,5000.00,0.0,0.0,-4131.0,-82.62,0.0,91.9,-336.00,-6.72
04/23/2026 08:30,04/23/2026 08:32,XAUUSD,Sell,0.020,4703.16000,0.00000,4693.64000,4703.14000,-0.1200,0.0000,-950.0,-19.12,-2.32,"Gold G system[sl 4703.16]",00:00:01:20,,,,,,,,,,,,
04/23/2026 03:01,04/23/2026 03:17,XAUUSD,Sell,0.020,4706.05000,0.00000,4723.30000,4706.05000,-0.1200,0.0000,1725.0,34.38,4.36,"Gold G system[sl 4706.05]",00:00:16:16,,,,,,,,,,,,
04/22/2026 15:48,04/22/2026 16:09,XAUUSD,Sell,0.020,4750.05000,0.00000,4745.44000,4750.44000,-0.1200,0.0000,-500.0,-10.12,-1.27,"Gold G system[sl 4750.05]",00:00:21:03,75.0,15m,2274.0,0.28,1774.0,35.480000000000004,-500.0,-10.0,78.0,0.0,-2274.00,-45.48
04/21/2026 17:46,04/21/2026 17:53,XAUUSD,Sell,0.020,4737.06000,0.00000,4735.90000,4736.96000,-0.1200,0.0000,-106.0,-2.24,-0.28,"Gold G system",00:00:06:25,85.8,5m,2727.0,0.04,2621.0,52.42,-106.0,-2.12,96.1,0.0,-2727.00,-54.54
04/21/2026 15:30,04/21/2026 15:32,XAUUSD,Sell,0.020,4779.54000,0.00000,4769.92000,4779.35000,-0.1200,0.0000,-943.0,-18.98,-2.31,"Gold G system",00:00:01:42,,,,,,,,,,,,
04/21/2026 01:02,04/21/2026 02:45,XAUUSD,Buy,0.020,4823.12000,0.00000,4828.61000,4823.08000,-0.1200,0.0000,-553.0,-11.18,-1.34,"Gold G system",00:01:43:43,0.0,0s,2532.0,3333.33,0.0,0.0,-2532.0,-50.64,0.0,78.2,-553.00,-11.06
04/17/2026 14:45,04/17/2026 16:02,XAUUSD,Buy,0.020,4837.34000,0.00000,4806.43000,4836.30000,-0.1200,0.0000,2987.0,59.62,7.72,"Gold G system",00:01:16:16,100.0,1h 16m,4392.0,0.00,7379.0,147.58,0.0,0.0,100.0,40.5,-4392.00,-87.84
04/17/2026 07:42,04/17/2026 08:44,XAUUSD,Buy,0.020,4796.62000,0.00000,4801.58000,4796.41000,-0.1200,0.0000,-517.0,-10.46,-1.34,"Gold G system[sl 4796.62]",00:01:01:26,0.0,0s,2101.0,2500.00,0.0,0.0,-2101.0,-42.02,0.0,75.4,-517.00,-10.34
