Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
03/19/2026 06:35,03/19/2026 06:47,XAUUSD,Sell,0.020,4833.47000,4763.47000,4803.47000,4763.47000,-0.2200,0.0000,4000.0,79.78,5.56,00:00:12:34,,,,,,,,,,,,
03/18/2026 10:35,03/18/2026 11:58,XAUUSD,Sell,0.010,4996.42000,4926.42000,4964.28000,4926.42000,-0.1100,0.0000,3786.0,37.75,2.70,00:01:23:11,80.0,1h 6m,609.0,0.16,3786.0,37.86,-609.0,-6.09,86.1,100.0,0.00,0.00
03/17/2026 15:35,03/18/2026 11:43,XAUUSD,Sell,0.020,5030.74400,4940.74400,4990.74000,4940.74000,-0.2200,0.0000,5000.0,99.78,7.70,00:20:07:24,20.0,4h 1m,2676.0,0.40,5214.0,104.28,-2105.0,-42.1,71.2,97.1,-214.00,-4.28
03/17/2026 13:30,,,Deposit,0.010,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,706.33,0,00:00:00:00,,,,,,,,,,,,
03/17/2026 13:23,,,Deposit,0.010,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,11.18,0,00:00:00:00,,,,,,,,,,,,
03/17/2026 04:44,03/17/2026 06:06,XAUUSD,Buy,0.020,5009.48000,5079.48000,5039.48000,5009.48000,-0.2200,0.0000,-3000.0,-60.22,-9.42,00:01:22:02,,,,,,,,,,,,
03/17/2026 01:03,03/17/2026 04:44,XAUUSD,Sell,0.020,5037.75200,4947.75200,4997.75000,5037.75000,-0.2200,0.0000,-4000.0,-80.22,-11.15,00:03:41:03,0.0,0s,4031.0,5000.00,0.0,0.0,-4031.0,-80.62,0.0,0.8,-4000.00,-80.00
03/16/2026 22:39,,,Withdrawal,0.010,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-10.00,0,00:00:00:00,,,,,,,,,,,,
03/16/2026 14:08,03/16/2026 14:38,XAUUSD,Buy,0.030,5007.00000,5067.00000,5037.00000,5007.00000,-0.3300,0.0000,-3000.0,-90.33,-11.02,00:00:30:11,,,,,,,,,,,,
03/16/2026 06:09,03/16/2026 09:05,XAUUSD,Buy,0.020,4981.96000,5071.96000,5021.96000,4981.96000,-0.2200,0.0000,-4000.0,-80.22,-8.91,00:02:55:48,0.0,0s,4000.0,5000.00,0.0,0.0,-4000.0,-80.0,0.0,0.0,-4000.00,-80.00
03/16/2026 04:22,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,900.02,0,00:00:00:00,,,,,,,,,,,,

