Open Date,Close Date,Symbol,Action,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USC),Min(pips),Min(USC),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USC)
04/07/2026 04:00,04/07/2026 04:00,XAUUSD,Sell,4650.48000,4647.60000,-0.4800,0.0000,288.0,22.56,0.30,00:00:00:01,,,,,,,,,,,,
04/06/2026 19:04,04/06/2026 19:12,XAUUSD,Buy,4667.60000,4668.49000,-0.4800,0.0000,89.0,6.64,0.09,00:00:07:36,,,,,,,,,,,,
04/06/2026 19:04,04/06/2026 19:12,XAUUSD,Buy,4667.62000,4667.96000,-0.4800,0.0000,34.0,2.24,0.03,00:00:07:34,,,,,,,,,,,,
04/06/2026 19:04,04/06/2026 19:12,XAUUSD,Buy,4668.85000,4668.33000,-0.4800,0.0000,-52.0,-4.64,-0.06,00:00:07:41,,,,,,,,,,,,
04/06/2026 19:04,04/06/2026 19:12,XAUUSD,Buy,4667.04000,4668.28000,-0.4800,0.0000,124.0,9.44,0.13,00:00:07:02,,,,,,,,,,,,
04/01/2026 04:00,04/01/2026 04:00,XAUUSD,Buy,4713.34000,4714.69000,-0.4800,0.0000,135.0,10.32,0.14,00:00:00:03,,,,,,,,,,,,
04/01/2026 03:00,04/01/2026 03:00,XAUUSD,Buy,4696.09000,4696.37000,-0.4800,0.0000,28.0,1.76,0.02,00:00:00:30,,,,,,,,,,,,
04/01/2026 03:00,04/01/2026 03:00,XAUUSD,Buy,4694.43000,4696.32000,-0.4800,0.0000,189.0,14.64,0.20,00:00:00:27,,,,,,,,,,,,
04/01/2026 03:00,04/01/2026 03:00,XAUUSD,Buy,4696.86000,4696.39000,-0.4800,0.0000,-47.0,-4.24,-0.06,00:00:00:32,,,,,,,,,,,,
04/01/2026 03:00,04/01/2026 03:00,XAUUSD,Buy,4694.76000,4696.08000,-0.4800,0.0000,132.0,10.08,0.14,00:00:00:27,,,,,,,,,,,,
03/31/2026 10:00,03/31/2026 10:00,XAUUSD,Buy,4557.32000,4557.24000,-0.4800,0.0000,-8.0,-1.12,-0.02,00:00:00:18,,,,,,,,,,,,
03/31/2026 10:00,03/31/2026 10:00,XAUUSD,Buy,4556.05000,4557.20000,-0.4800,0.0000,115.0,8.72,0.12,00:00:00:11,,,,,,,,,,,,
03/31/2026 10:00,03/31/2026 10:00,XAUUSD,Buy,4558.27000,4557.19000,-0.4800,0.0000,-108.0,-9.12,-0.12,00:00:00:48,,,,,,,,,,,,
03/31/2026 10:00,03/31/2026 10:00,XAUUSD,Buy,4556.88000,4557.19000,-0.4800,0.0000,31.0,2.00,0.03,00:00:00:14,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 05:46,XAUUSD,Buy,4609.09000,4576.67000,-0.1800,0.0000,-3242.0,-97.44,-1.29,00:01:05:25,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 05:02,XAUUSD,Buy,4608.20000,4589.38000,-0.1800,0.0000,-1882.0,-56.64,-0.74,00:00:21:02,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 05:01,XAUUSD,Buy,4609.17000,4595.79000,-0.1800,0.0000,-1338.0,-40.32,-0.53,00:00:20:05,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 04:46,XAUUSD,Buy,4601.30000,4606.27000,-0.1800,0.0000,497.0,14.73,0.19,00:00:05:33,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 04:46,XAUUSD,Buy,4605.44000,4609.88000,-0.1800,0.0000,444.0,13.14,0.17,00:00:05:15,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 04:44,XAUUSD,Buy,4607.39000,4616.93000,-0.1800,0.0000,954.0,28.44,0.37,00:00:02:46,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 04:43,XAUUSD,Buy,4601.04000,4614.68000,-0.1800,0.0000,1364.0,40.74,0.54,00:00:02:44,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 04:42,XAUUSD,Buy,4601.05000,4601.61000,-0.1800,0.0000,56.0,1.50,0.02,00:00:01:24,,,,,,,,,,,,
03/27/2026 08:00,03/27/2026 08:01,XAUUSD,Buy,4444.45000,4445.90000,-0.4800,0.0000,145.0,11.12,0.15,00:00:00:46,,,,,,,,,,,,
03/27/2026 08:00,03/27/2026 08:01,XAUUSD,Buy,4446.05000,4445.92000,-0.4800,0.0000,-13.0,-1.52,-0.02,00:00:01:00,,,,,,,,,,,,
03/27/2026 08:00,03/27/2026 08:01,XAUUSD,Buy,4446.26000,4445.92000,-0.4800,0.0000,-34.0,-3.20,-0.04,00:00:01:02,,,,,,,,,,,,
03/27/2026 08:00,03/27/2026 08:01,XAUUSD,Buy,4444.09000,4445.88000,-0.4800,0.0000,179.0,13.84,0.18,00:00:00:41,,,,,,,,,,,,
03/26/2026 19:21,03/26/2026 19:22,XAUUSD,Sell,4405.82000,4403.15000,-0.1800,0.0000,267.0,7.83,0.10,00:00:00:26,,,,,,,,,,,,
03/26/2026 19:21,03/26/2026 19:22,XAUUSD,Sell,4408.10000,4403.33000,-0.1800,0.0000,477.0,14.13,0.19,00:00:00:23,,,,,,,,,,,,
03/26/2026 19:21,03/26/2026 19:22,XAUUSD,Sell,4409.51000,4404.42000,-0.1800,0.0000,509.0,15.09,0.20,00:00:00:27,,,,,,,,,,,,
03/26/2026 19:21,03/26/2026 19:22,XAUUSD,Sell,4405.89000,4402.97000,-0.1800,0.0000,292.0,8.58,0.11,00:00:00:24,,,,,,,,,,,,
03/26/2026 19:21,03/26/2026 19:21,XAUUSD,Sell,4408.54000,4401.97000,-0.1800,0.0000,657.0,19.53,0.26,00:00:00:24,,,,,,,,,,,,
03/26/2026 19:21,03/26/2026 19:21,XAUUSD,Sell,4410.47000,4402.07000,-0.1800,0.0000,840.0,25.02,0.34,00:00:00:26,,,,,,,,,,,,
03/26/2026 08:30,03/26/2026 08:45,XAUUSD,Sell,4483.00000,4478.40000,-0.1800,0.0000,460.0,13.62,0.18,00:00:15:34,,,,,,,,,,,,
03/26/2026 08:30,03/26/2026 08:45,XAUUSD,Sell,4482.61000,4478.68000,-0.1800,0.0000,393.0,11.61,0.16,00:00:15:33,,,,,,,,,,,,
03/26/2026 08:30,03/26/2026 08:45,XAUUSD,Sell,4481.43000,4478.68000,-0.1800,0.0000,275.0,8.07,0.11,00:00:15:34,,,,,,,,,,,,
03/26/2026 08:30,03/26/2026 08:45,XAUUSD,Sell,4482.11000,4478.76000,-0.1800,0.0000,335.0,9.87,0.13,00:00:15:35,,,,,,,,,,,,
03/26/2026 08:30,03/26/2026 08:45,XAUUSD,Sell,4481.32000,4478.31000,-0.1800,0.0000,301.0,8.85,0.12,00:00:15:36,,,,,,,,,,,,
03/26/2026 08:30,03/26/2026 08:45,XAUUSD,Sell,4481.44000,4478.68000,-0.1800,0.0000,276.0,8.10,0.11,00:00:15:37,,,,,,,,,,,,
03/25/2026 22:08,03/25/2026 22:09,XAUUSD,Sell,4519.01000,4513.02000,-0.1800,0.0000,599.0,17.79,0.24,00:00:00:12,,,,,,,,,,,,
03/25/2026 22:08,03/25/2026 22:09,XAUUSD,Sell,4519.86000,4513.02000,-0.1800,0.0000,684.0,20.34,0.28,00:00:00:13,,,,,,,,,,,,
03/25/2026 22:08,03/25/2026 22:09,XAUUSD,Sell,4518.21000,4513.02000,-0.1800,0.0000,519.0,15.39,0.21,00:00:00:13,,,,,,,,,,,,
03/25/2026 22:08,03/25/2026 22:09,XAUUSD,Sell,4520.09000,4513.06000,-0.1800,0.0000,703.0,20.91,0.29,00:00:00:14,,,,,,,,,,,,
03/25/2026 22:08,03/25/2026 22:09,XAUUSD,Sell,4516.93000,4513.51000,-0.1800,0.0000,342.0,10.08,0.14,00:00:00:11,,,,,,,,,,,,
03/25/2026 22:08,03/25/2026 22:09,XAUUSD,Sell,4518.74000,4515.26000,-0.1800,0.0000,348.0,10.26,0.14,00:00:00:11,,,,,,,,,,,,
03/24/2026 22:00,03/24/2026 22:05,XAUUSD,Sell,4392.54000,4397.22000,-0.3000,0.0000,-468.0,-23.70,-0.32,00:00:04:43,,,,,,,,,,,,
03/24/2026 22:02,03/24/2026 22:05,XAUUSD,Sell,4396.71000,4397.23000,-0.6000,0.0000,-52.0,-5.80,-0.08,00:00:03:10,,,,,,,,,,,,
03/24/2026 22:04,03/24/2026 22:05,XAUUSD,Sell,4399.51000,4396.85000,-1.2000,0.0000,266.0,52.00,0.72,00:00:01:22,,,,,,,,,,,,
03/24/2026 22:00,03/24/2026 22:05,XAUUSD,Sell,4389.52000,4397.24000,-0.1800,0.0000,-772.0,-23.34,-0.32,00:00:05:14,,,,,,,,,,,,
03/24/2026 11:00,03/24/2026 11:00,XAUUSD,Sell,4414.09000,4412.27000,-0.1800,0.0000,182.0,5.28,0.07,00:00:00:01,,,,,,,,,,,,
03/23/2026 21:01,03/23/2026 21:02,XAUUSD,Buy,4420.54000,4423.11000,-0.6000,0.0000,257.0,25.10,0.35,00:00:00:17,,,,,,,,,,,,
03/23/2026 21:00,03/23/2026 21:02,XAUUSD,Buy,4423.44000,4423.18000,-0.3000,0.0000,-26.0,-1.60,-0.02,00:00:01:36,,,,,,,,,,,,
03/23/2026 21:00,03/23/2026 21:02,XAUUSD,Buy,4426.94000,4422.95000,-0.1800,0.0000,-399.0,-12.15,-0.17,00:00:02:08,,,,,,,,,,,,
03/23/2026 09:47,03/23/2026 09:50,XAUUSD,Sell,4164.45000,4212.05000,-0.1800,0.0000,-4760.0,-142.98,-1.93,00:00:03:01,,,,,,,,,,,,
03/23/2026 09:47,03/23/2026 09:49,XAUUSD,Sell,4164.45000,4200.68000,-0.1800,0.0000,-3623.0,-108.87,-1.45,00:00:02:01,,,,,,,,,,,,
03/23/2026 09:47,03/23/2026 09:49,XAUUSD,Sell,4168.01000,4200.69000,-0.1800,0.0000,-3268.0,-98.22,-1.29,00:00:02:03,,,,,,,,,,,,
03/23/2026 09:07,03/23/2026 09:08,XAUUSD,Sell,4273.97000,4282.49000,-0.1800,0.0000,-852.0,-25.74,-0.34,00:00:00:52,,,,,,,,,,,,
03/23/2026 09:07,03/23/2026 09:08,XAUUSD,Sell,4273.33000,4282.79000,-0.1800,0.0000,-946.0,-28.56,-0.37,00:00:00:53,,,,,,,,,,,,
03/23/2026 09:07,03/23/2026 09:08,XAUUSD,Sell,4272.84000,4282.54000,-0.1800,0.0000,-970.0,-29.28,-0.38,00:00:00:53,,,,,,,,,,,,
03/23/2026 09:07,03/23/2026 09:08,XAUUSD,Sell,4273.96000,4281.97000,-0.1800,0.0000,-801.0,-24.21,-0.31,00:00:00:53,,,,,,,,,,,,
03/23/2026 03:34,03/23/2026 03:38,XAUUSD,Sell,4399.79000,4337.87000,-0.1800,0.0000,6192.0,185.58,2.46,00:00:04:06,,,,,,,,,,,,
03/23/2026 03:34,03/23/2026 03:38,XAUUSD,Sell,4399.67000,4337.66000,-0.1800,0.0000,6201.0,185.85,2.53,00:00:04:08,,,,,,,,,,,,
03/23/2026 03:34,03/23/2026 03:38,XAUUSD,Sell,4399.60000,4336.92000,-0.1800,0.0000,6268.0,187.86,2.62,00:00:04:10,,,,,,,,,,,,
03/23/2026 03:34,03/23/2026 03:38,XAUUSD,Sell,4400.26000,4341.26000,-0.1800,0.0000,5900.0,176.82,2.53,00:00:04:06,,,,,,,,,,,,
03/23/2026 03:34,03/23/2026 03:38,XAUUSD,Sell,4403.22000,4345.25000,-0.1800,0.0000,5797.0,173.73,2.55,00:00:03:27,,,,,,,,,,,,
03/23/2026 03:34,03/23/2026 03:36,XAUUSD,Sell,4399.88000,4347.28000,-0.1800,0.0000,5260.0,157.62,2.37,00:00:01:52,,,,,,,,,,,,
03/23/2026 03:35,03/23/2026 03:36,XAUUSD,Sell,4395.20000,4371.95000,-0.1800,0.0000,2325.0,69.57,1.06,00:00:00:58,,,,,,,,,,,,
03/23/2026 03:34,03/23/2026 03:35,XAUUSD,Sell,4400.25000,4380.12000,-0.1800,0.0000,2013.0,60.21,0.92,00:00:00:36,,,,,,,,,,,,
03/20/2026 21:50,03/20/2026 21:57,XAUUSD,Sell,4502.28000,4477.77000,-0.1800,0.0000,2451.0,73.35,1.14,00:00:06:33,,,,,,,,,,,,
03/20/2026 21:50,03/20/2026 21:55,XAUUSD,Sell,4501.34000,4487.60000,-0.1800,0.0000,1374.0,41.04,0.64,00:00:05:02,,,,,,,,,,,,
03/20/2026 21:50,03/20/2026 21:55,XAUUSD,Sell,4503.46000,4489.48000,-0.1800,0.0000,1398.0,41.76,0.66,00:00:05:01,,,,,,,,,,,,
03/20/2026 12:01,03/20/2026 12:01,XAUUSD,Buy,4690.42000,4693.31000,-0.3000,0.0000,289.0,14.15,0.22,00:00:00:25,,,,,,,,,,,,
03/20/2026 12:00,03/20/2026 12:01,XAUUSD,Buy,4693.27000,4693.31000,-0.1800,0.0000,4.0,-0.06,0.00,00:00:01:50,,,,,,,,,,,,
03/19/2026 22:00,03/19/2026 22:01,XAUUSD,Sell,4629.99000,4639.79000,-0.6000,0.0000,-980.0,-98.60,-1.53,00:00:00:41,,,,,,,,,,,,
03/19/2026 22:01,03/19/2026 22:01,XAUUSD,Sell,4636.15000,4640.80000,-2.4000,0.0000,-465.0,-188.40,-2.84,00:00:00:12,,,,,,,,,,,,
03/19/2026 22:00,03/19/2026 22:01,XAUUSD,Sell,4626.79000,4640.90000,-0.3000,0.0000,-1411.0,-70.85,-1.06,00:00:00:49,,,,,,,,,,,,
03/19/2026 22:00,03/19/2026 22:01,XAUUSD,Sell,4624.22000,4640.85000,-0.1800,0.0000,-1663.0,-50.07,-0.74,00:00:01:07,,,,,,,,,,,,
03/19/2026 22:00,03/19/2026 22:01,XAUUSD,Sell,4632.76000,4640.59000,-1.2000,0.0000,-783.0,-157.80,-2.28,00:00:00:19,,,,,,,,,,,,
03/19/2026 14:51,03/19/2026 15:13,XAUUSD,Sell,4654.89000,4625.71000,-0.1800,0.0000,2918.0,87.36,1.28,00:00:22:15,,,,,,,,,,,,
03/19/2026 14:50,03/19/2026 15:04,XAUUSD,Sell,4654.85000,4629.91000,-0.1800,0.0000,2494.0,74.64,1.10,00:00:13:52,,,,,,,,,,,,
03/19/2026 14:50,03/19/2026 15:02,XAUUSD,Sell,4655.02000,4643.35000,-0.1800,0.0000,1167.0,34.83,0.52,00:00:11:08,,,,,,,,,,,,
03/19/2026 15:00,03/19/2026 15:01,XAUUSD,Sell,4652.39000,4644.40000,-0.1800,0.0000,799.0,23.79,0.35,00:00:01:46,,,,,,,,,,,,
03/19/2026 07:00,03/19/2026 07:47,XAUUSD,Sell,4851.45000,4846.58000,-0.1800,0.0000,487.0,14.43,0.22,00:00:47:04,,,,,,,,,,,,
03/19/2026 07:00,03/19/2026 07:06,XAUUSD,Sell,4851.44000,4848.26000,-0.3000,0.0000,318.0,15.60,0.23,00:00:06:29,,,,,,,,,,,,
03/18/2026 21:00,03/18/2026 21:01,XAUUSD,Sell,4893.78000,4895.66000,-0.3000,0.0000,-188.0,-9.70,-0.15,00:00:00:55,,,,,,,,,,,,
03/18/2026 21:00,03/18/2026 21:01,XAUUSD,Sell,4898.14000,4895.31000,-0.6000,0.0000,283.0,27.70,0.42,00:00:00:33,,,,,,,,,,,,
03/18/2026 21:00,03/18/2026 21:01,XAUUSD,Sell,4890.95000,4895.63000,-0.1800,0.0000,-468.0,-14.22,-0.21,00:00:01:13,,,,,,,,,,,,
03/18/2026 20:05,03/18/2026 20:06,XAUUSD,Sell,4890.06000,4888.04000,-0.3000,0.0000,202.0,9.80,0.15,00:00:00:34,,,,,,,,,,,,
03/18/2026 20:00,03/18/2026 20:06,XAUUSD,Sell,4887.42000,4888.01000,-0.1800,0.0000,-59.0,-1.95,-0.03,00:00:05:59,,,,,,,,,,,,
03/18/2026 13:35,03/18/2026 17:06,XAUUSD,Sell,4965.68000,4892.48000,-0.1800,0.0000,7320.0,219.42,3.41,00:03:30:17,,,,,,,,,,,,
03/18/2026 16:16,03/18/2026 16:41,XAUUSD,Sell,4841.21000,4875.51000,-0.1800,0.0000,-3430.0,-103.08,-1.58,00:00:24:22,,,,,,,,,,,,
03/18/2026 16:16,03/18/2026 16:41,XAUUSD,Sell,4842.14000,4875.64000,-0.1800,0.0000,-3350.0,-100.68,-1.52,00:00:24:25,,,,,,,,,,,,
03/18/2026 16:16,03/18/2026 16:41,XAUUSD,Sell,4842.23000,4874.01000,-0.1800,0.0000,-3178.0,-95.52,-1.42,00:00:24:24,,,,,,,,,,,,
03/18/2026 13:35,03/18/2026 14:10,XAUUSD,Sell,4966.22000,4959.22000,-0.1800,0.0000,700.0,20.82,0.31,00:00:34:59,,,,,,,,,,,,
03/18/2026 13:35,03/18/2026 14:07,XAUUSD,Sell,4964.38000,4957.56000,-0.1800,0.0000,682.0,20.28,0.30,00:00:32:00,,,,,,,,,,,,
03/18/2026 13:35,03/18/2026 14:06,XAUUSD,Sell,4965.85000,4953.80000,-0.1800,0.0000,1205.0,35.97,0.54,00:00:30:44,,,,,,,,,,,,
03/17/2026 12:12,03/17/2026 12:15,XAUUSD,Buy,5015.96000,5016.11000,-1.2000,0.0000,15.0,1.80,0.03,00:00:02:53,,,,,,,,,,,,
03/17/2026 12:04,03/17/2026 12:15,XAUUSD,Buy,5019.91000,5016.13000,-0.6000,0.0000,-378.0,-38.40,-0.57,00:00:10:25,,,,,,,,,,,,
03/17/2026 12:15,03/17/2026 12:15,XAUUSD,Buy,5013.28000,5016.38000,-2.4000,0.0000,310.0,121.60,1.85,00:00:00:11,,,,,,,,,,,,
03/17/2026 12:02,03/17/2026 12:15,XAUUSD,Buy,5022.23000,5016.14000,-0.3000,0.0000,-609.0,-30.75,-0.47,00:00:12:51,,,,,,,,,,,,
03/17/2026 12:00,03/17/2026 12:15,XAUUSD,Buy,5025.20000,5016.38000,-0.1800,0.0000,-882.0,-26.64,-0.40,00:00:15:17,,,,,,,,,,,,
03/16/2026 18:55,03/16/2026 21:30,XAUUSD,Buy,4987.26000,5006.43000,-0.1800,0.0000,1917.0,57.33,0.87,00:02:34:56,,,,,,,,,,,,
03/16/2026 19:30,03/16/2026 21:30,XAUUSD,Buy,4979.81000,5006.40000,-0.1800,0.0000,2659.0,79.59,1.22,00:01:59:53,,,,,,,,,,,,
03/16/2026 17:55,03/16/2026 21:30,XAUUSD,Buy,4994.88000,5006.40000,-0.1800,0.0000,1152.0,34.38,0.53,00:03:34:51,,,,,,,,,,,,
03/16/2026 17:35,03/16/2026 21:30,XAUUSD,Buy,5010.12000,5006.43000,-0.1800,0.0000,-369.0,-11.25,-0.17,00:03:54:49,,,,,,,,,,,,
03/16/2026 17:45,03/16/2026 21:30,XAUUSD,Buy,5001.35000,5006.34000,-0.1800,0.0000,499.0,14.79,0.23,00:03:44:49,,,,,,,,,,,,
03/16/2026 17:25,03/16/2026 21:30,XAUUSD,Buy,5019.67000,5006.21000,-0.1800,0.0000,-1346.0,-40.56,-0.62,00:04:04:40,0.0,0s,1369.0,1428.57,0.0,0.0,-1369.0,-41.07,0.0,1.7,-1346.00,-40.38
03/16/2026 09:50,03/16/2026 09:55,XAUUSD,Buy,5006.39000,5009.54000,-0.1800,0.0000,315.0,9.27,0.14,00:00:04:52,,,,,,,,,,,,
03/16/2026 06:00,03/16/2026 06:11,XAUUSD,Sell,5003.63000,5004.52000,-0.1800,0.0000,-89.0,-2.85,-0.04,00:00:11:29,,,,,,,,,,,,
03/16/2026 06:10,03/16/2026 06:11,XAUUSD,Sell,5006.66000,5004.46000,-0.3000,0.0000,220.0,10.70,0.17,00:00:00:33,,,,,,,,,,,,
03/13/2026 22:47,03/16/2026 02:26,XAUUSD,Sell,5015.27000,4985.44000,-0.1800,1.6600,2983.0,90.97,1.42,02:03:38:39,5.8,2h 59m,2828.0,0.35,2983.0,89.49,-1053.0,-31.59,73.9,100.0,0.00,0.00
03/13/2026 22:47,03/16/2026 02:26,XAUUSD,Sell,5015.61000,4985.20000,-0.1800,1.6600,3041.0,92.71,1.47,02:03:38:26,5.8,2h 59m,2828.0,0.34,3041.0,91.22999999999999,-1019.0,-30.57,74.9,100.0,0.00,0.00
03/16/2026 02:20,03/16/2026 02:26,XAUUSD,Sell,4995.05000,4985.47000,-0.1800,0.0000,958.0,28.56,0.46,00:00:05:48,,,,,,,,,,,,
03/16/2026 02:20,03/16/2026 02:25,XAUUSD,Sell,4995.92000,4985.12000,-0.1800,0.0000,1080.0,32.22,0.52,00:00:05:40,,,,,,,,,,,,
03/16/2026 02:20,03/16/2026 02:23,XAUUSD,Sell,4994.27000,4981.21000,-0.1800,0.0000,1306.0,39.00,0.63,00:00:03:36,,,,,,,,,,,,
03/13/2026 22:47,03/16/2026 02:21,XAUUSD,Sell,5015.29000,4987.95000,-0.1800,1.6600,2734.0,83.50,1.37,02:03:33:34,5.8,2h 59m,2828.0,0.38,2734.0,82.02,-1051.0,-31.529999999999998,72.2,100.0,0.00,0.00
03/13/2026 22:47,03/16/2026 01:22,XAUUSD,Sell,5015.57000,5010.57000,-0.1800,1.6600,500.0,16.48,0.27,02:02:35:12,4.0,2h 1m,2828.0,0.57,1805.0,54.15,-1023.0,-30.689999999999998,63.8,53.9,-1305.00,-39.15
03/13/2026 22:47,03/16/2026 01:22,XAUUSD,Sell,5015.65000,5010.78000,-0.1800,1.6600,487.0,16.09,0.26,02:02:35:13,4.0,2h 1m,2828.0,0.56,1813.0,54.39,-1015.0,-30.45,64.1,53.1,-1326.00,-39.78
03/13/2026 22:47,03/16/2026 01:06,XAUUSD,Sell,5015.59000,5026.62000,-0.1800,1.6600,-1103.0,-31.61,-0.52,02:02:19:20,2.0,1h 0m,2910.0,0.61,1807.0,54.21,-1103.0,-33.089999999999996,62.1,0.0,-2910.00,-87.30
03/13/2026 22:47,03/16/2026 01:02,XAUUSD,Sell,5015.09000,5013.59000,-0.1800,1.6600,150.0,5.98,0.10,02:02:14:33,4.0,2h 0m,2828.0,0.61,1757.0,52.71,-1071.0,-32.129999999999995,62.1,43.2,-1607.00,-48.21
03/13/2026 22:47,03/16/2026 01:02,XAUUSD,Sell,5015.10000,5014.19000,-0.1800,1.6600,91.0,4.21,0.07,02:02:14:30,4.0,2h 0m,2828.0,0.61,1758.0,52.739999999999995,-1070.0,-32.1,62.2,41.1,-1667.00,-50.01
03/13/2026 22:06,03/13/2026 22:08,XAUUSD,Buy,5044.80000,5043.74000,-0.3000,0.0000,-106.0,-5.60,-0.09,00:00:02:10,,,,,,,,,,,,
03/13/2026 22:08,03/13/2026 22:08,XAUUSD,Buy,5040.73000,5043.66000,-0.6000,0.0000,293.0,28.70,0.47,00:00:00:11,,,,,,,,,,,,
03/13/2026 22:00,03/13/2026 22:08,XAUUSD,Buy,5047.86000,5043.68000,-0.1800,0.0000,-418.0,-12.72,-0.21,00:00:08:19,,,,,,,,,,,,
03/13/2026 17:00,03/13/2026 17:01,XAUUSD,Sell,5102.29000,5099.65000,-0.6000,0.0000,264.0,25.80,0.43,00:00:00:27,,,,,,,,,,,,
03/13/2026 17:00,03/13/2026 17:00,XAUUSD,Sell,5098.78000,5099.72000,-0.3000,0.0000,-94.0,-5.00,-0.08,00:00:00:45,,,,,,,,,,,,
03/13/2026 17:00,03/13/2026 17:00,XAUUSD,Sell,5098.58000,5099.59000,-0.1800,0.0000,-101.0,-3.21,-0.05,00:00:00:57,,,,,,,,,,,,
03/13/2026 10:00,03/13/2026 10:01,XAUUSD,Buy,5084.80000,5087.44000,-0.3000,0.0000,264.0,12.90,0.21,00:00:00:58,,,,,,,,,,,,
03/13/2026 10:00,03/13/2026 10:01,XAUUSD,Buy,5088.37000,5087.43000,-0.1800,0.0000,-94.0,-3.00,-0.05,00:00:01:33,,,,,,,,,,,,
03/13/2026 07:25,03/13/2026 08:15,XAUUSD,Buy,5105.51000,5109.06000,-0.1800,0.0000,355.0,10.47,0.17,00:00:49:44,,,,,,,,,,,,
03/13/2026 07:00,03/13/2026 07:17,XAUUSD,Sell,5115.48000,5111.31000,-0.1800,0.0000,417.0,12.33,0.20,00:00:17:57,,,,,,,,,,,,
03/12/2026 23:00,03/12/2026 23:11,XAUUSD,Sell,5084.57000,5088.42000,-0.1800,0.0000,-385.0,-11.73,-0.19,00:00:11:46,,,,,,,,,,,,
03/12/2026 23:07,03/12/2026 23:11,XAUUSD,Sell,5090.31000,5088.39000,-0.6000,0.0000,192.0,18.60,0.31,00:00:04:29,,,,,,,,,,,,
03/12/2026 23:01,03/12/2026 23:11,XAUUSD,Sell,5087.35000,5088.37000,-0.3000,0.0000,-102.0,-5.40,-0.09,00:00:10:39,,,,,,,,,,,,
03/12/2026 22:01,03/12/2026 22:02,XAUUSD,Sell,5093.93000,5089.46000,-0.3000,0.0000,447.0,22.05,0.37,00:00:01:06,,,,,,,,,,,,
03/12/2026 22:00,03/12/2026 22:02,XAUUSD,Sell,5094.31000,5089.97000,-0.3000,0.0000,434.0,21.40,0.36,00:00:01:57,,,,,,,,,,,,
03/12/2026 22:00,03/12/2026 22:01,XAUUSD,Sell,5093.53000,5091.40000,-0.3000,0.0000,213.0,10.35,0.17,00:00:01:54,,,,,,,,,,,,
03/12/2026 18:00,03/12/2026 18:02,XAUUSD,Buy,5138.88000,5139.41000,-0.3000,0.0000,53.0,2.35,0.04,00:00:01:41,,,,,,,,,,,,
03/12/2026 18:00,03/12/2026 18:02,XAUUSD,Buy,5143.14000,5140.08000,-0.1800,0.0000,-306.0,-9.36,-0.16,00:00:02:10,,,,,,,,,,,,
03/12/2026 18:01,03/12/2026 18:02,XAUUSD,Buy,5137.71000,5139.86000,-0.6000,0.0000,215.0,20.90,0.35,00:00:00:12,,,,,,,,,,,,
03/12/2026 07:45,03/12/2026 08:45,XAUUSD,Buy,5144.74000,5153.56000,-0.1800,0.0000,882.0,26.28,0.44,00:00:59:53,,,,,,,,,,,,
03/12/2026 07:35,03/12/2026 08:45,XAUUSD,Buy,5149.94000,5153.56000,-0.1800,0.0000,362.0,10.68,0.18,00:01:09:41,,,,,,,,,,,,
03/11/2026 20:40,03/11/2026 21:00,XAUUSD,Buy,5161.22000,5169.67000,-0.1800,0.0000,845.0,25.17,0.43,00:00:19:45,,,,,,,,,,,,
03/11/2026 20:35,03/11/2026 21:00,XAUUSD,Buy,5166.81000,5169.65000,-0.1800,0.0000,284.0,8.34,0.14,00:00:24:47,,,,,,,,,,,,
03/11/2026 17:21,03/11/2026 17:25,XAUUSD,Sell,5188.15000,5182.72000,-0.1800,0.0000,543.0,16.11,0.27,00:00:03:49,,,,,,,,,,,,
03/11/2026 10:00,03/11/2026 10:04,XAUUSD,Buy,5197.26000,5201.52000,-0.1800,0.0000,426.0,12.60,0.21,00:00:04:38,,,,,,,,,,,,
03/11/2026 05:10,03/11/2026 05:45,XAUUSD,Buy,5197.63000,5208.22000,-0.1800,0.0000,1059.0,31.59,0.54,00:00:34:19,,,,,,,,,,,,
03/11/2026 05:05,03/11/2026 05:45,XAUUSD,Buy,5201.99000,5208.20000,-0.1800,0.0000,621.0,18.45,0.32,00:00:39:41,,,,,,,,,,,,
03/11/2026 05:00,03/11/2026 05:45,XAUUSD,Buy,5209.56000,5207.86000,-0.1800,0.0000,-170.0,-5.28,-0.09,00:00:44:52,,,,,,,,,,,,
03/10/2026 17:10,03/10/2026 17:20,XAUUSD,Buy,5191.92000,5212.28000,-0.1800,0.0000,2036.0,60.90,1.06,00:00:09:40,,,,,,,,,,,,
03/10/2026 16:01,03/10/2026 16:26,XAUUSD,Buy,5197.05000,5226.89000,-0.1800,0.0000,2984.0,89.34,1.57,00:00:25:05,,,,,,,,,,,,
