Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2026.06.01 17:30:00;Buy;0.01;NZDCAD.pro;0.81951;;0.82151;2026.06.01 20:30:11;0.82151;-0.05;;1.45;[tp]
2026.06.01 17:30:00;Buy;0.01;NZDJPY.pro;94.549;;94.749;2026.06.01 19:55:01;94.749;-0.05;;1.25;[tp]
2026.06.01 18:00:00;Buy;0.01;NZDUSD.pro;0.59169;;0.59369;2026.06.01 19:54:54;0.59369;-0.05;;2.00;[tp]
2026.05.29 14:00:05;Buy;0.01;CADCHF.pro;0.56686;;0.56886;2026.06.01 16:28:24;0.56886;-0.05;0.03;2.54;[tp]
2026.05.29 17:00:00;Sell;0.01;AUDUSD.pro;0.71879;;0.71679;2026.06.01 15:43:58;0.71679;-0.05;-0.04;2.00;[tp]
2026.05.29 14:57:00;Sell;0.01;NZDUSD.pro;0.59721;;0.59521;2026.06.01 12:49:16;0.59521;-0.05;0.01;2.00;[tp]
2026.05.29 16:30:10;Sell;0.01;NZDCAD.pro;0.82623;;0.82423;2026.06.01 05:50:25;0.82423;-0.05;-0.02;1.45;[tp]
2026.05.31 17:04:22;Balance;;;;;;;;;;3.99;
2026.05.15 09:54:00;Buy;0.01;AUDUSD.pro;0.71572;;0.71927;2026.05.29 17:53:17;0.71927;-0.05;-0.26;3.55;[tp]
2026.05.15 05:00:00;Buy;0.01;AUDUSD.pro;0.71881;;0.71927;2026.05.29 17:53:17;0.71927;-0.05;-0.26;0.46;[tp]
2026.05.28 22:00:04;Buy;0.01;USDCAD.pro;1.37839;;1.38039;2026.05.29 11:00:35;1.38039;-0.05;0.05;1.45;[tp]
2026.05.28 07:00:04;Sell;0.01;USDCHF.pro;0.78987;;0.78535;2026.05.28 17:13:54;0.78535;-0.05;;5.76;[tp]
2026.05.26 10:00:02;Sell;0.01;USDCHF.pro;0.78483;;0.78535;2026.05.28 17:13:54;0.78535;-0.05;-0.63;-0.66;[tp]
2026.05.28 07:30:02;Buy;0.01;EURUSD.pro;1.15884;;1.16376;2026.05.28 15:52:58;1.16376;-0.05;;4.92;[tp]
2026.05.15 04:32:02;Buy;0.01;EURUSD.pro;1.16468;;1.16376;2026.05.28 15:52:58;1.16376;-0.05;-1.02;-0.92;[tp]
2026.05.27 16:01:00;Sell;0.01;NZDCAD.pro;0.81541;;0.81341;2026.05.28 07:35:04;0.81341;-0.05;-0.06;1.44;[tp]
2026.05.27 15:19:07;Sell;0.01;NZDUSD.pro;0.58934;;0.58734;2026.05.28 06:50:23;0.58734;-0.05;0.02;2.00;[tp]
2026.05.27 15:16:00;Buy;0.01;AUDCAD.pro;0.98571;;0.98771;2026.05.27 15:22:03;0.98771;-0.05;;1.45;[tp]
2026.05.26 16:30:00;Sell;0.01;AUDNZD.pro;1.22780;;1.22580;2026.05.27 04:30:48;1.22580;-0.05;-0.04;1.17;[tp]
2026.05.19 16:30:01;Sell;0.01;USDCHF.pro;0.78924;;0.78232;2026.05.25 01:28:15;0.78232;-0.05;-0.95;8.85;[tp]
2026.05.14 23:30:01;Sell;0.01;USDCHF.pro;0.78394;;0.78232;2026.05.25 01:28:15;0.78232;-0.05;-1.43;2.07;[tp]
2026.05.12 06:30:01;Sell;0.01;USDCHF.pro;0.77977;;0.78232;2026.05.25 01:28:15;0.78232;-0.05;-2.06;-3.26;[tp]
2026.05.24 15:53:23;Balance;;;;;;;;;;13.36;
2026.05.15 11:00:01;Buy;0.01;NZDCAD.pro;0.80556;;0.80909;2026.05.21 20:15:47;0.80909;-0.05;;2.56;[tp]
2026.05.15 04:30:01;Buy;0.01;NZDCAD.pro;0.80861;;0.80909;2026.05.21 20:15:47;0.80909;-0.05;;0.35;[tp]
2026.05.20 18:30:01;Sell;0.01;NZDJPY.pro;93.232;;93.032;2026.05.21 05:19:49;93.032;-0.05;-0.14;1.26;[tp]
2026.05.20 18:16:04;Sell;0.01;NZDUSD.pro;0.58790;;0.58590;2026.05.21 04:54:02;0.58590;-0.05;0.02;2.00;[tp]
2026.05.20 18:30:01;Sell;0.01;AUDUSD.pro;0.71551;;0.71351;2026.05.21 04:30:05;0.71351;-0.05;-0.11;2.00;[tp]
2026.05.20 19:02:01;Sell;0.01;AUDCAD.pro;0.98331;;0.98131;2026.05.21 04:30:04;0.98131;-0.05;-0.18;1.45;[tp]
2026.05.15 09:30:00;Buy;0.01;NZDCHF.pro;0.46064;;0.46264;2026.05.20 18:16:46;0.46264;-0.05;0.09;2.54;[tp]
2026.05.19 17:26:00;Buy;0.01;NZDUSD.pro;0.58181;;0.58846;2026.05.20 18:16:16;0.58846;-0.05;-0.04;6.65;[tp]
2026.05.15 11:53:13;Buy;0.01;NZDUSD.pro;0.58491;;0.58846;2026.05.20 18:16:16;0.58846;-0.05;-0.12;3.55;[tp]
2026.05.15 05:09:00;Buy;0.01;NZDUSD.pro;0.58803;;0.58846;2026.05.20 18:16:16;0.58846;-0.05;-0.12;0.43;[tp]
