Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
04/20/2026 01:29,04/20/2026 02:25,USDJPY,Sell,0.470,158.97300,159.09200,-3.0600,0.0000,-11.9,-33.00,-0.24,"DVAMA_Churn",00:00:56:02,7.2,4m,14.6,4.41,2.7,6.804,-11.9,-29.988,18.5,0.0,-14.60,-36.79
04/20/2026 01:29,04/20/2026 02:07,AUDJPY,Buy,0.470,113.42100,113.58100,-3.0600,0.0000,16.0,37.21,0.27,"DVAMA_Churn",00:00:38:35,100.0,38m,4.1,0.06,16.0,40.32,0.0,0.0,100.0,100.0,0.00,0.00
04/14/2026 01:39,04/14/2026 07:21,EURGBP,Buy,0.220,0.87046,0.87052,-1.4400,0.0000,0.6,0.08,0.00,"DVAMA_Churn",00:05:42:48,99.5,5h 41m,4.6,0.21,4.8,12.143999999999998,0.0,0.0,100.0,12.5,-4.20,-10.63
04/13/2026 01:37,04/13/2026 10:02,GBPCAD,Buy,0.400,1.85708,1.85876,-2.6000,0.0000,16.8,38.89,0.29,"DVAMA_Churn",00:08:25:08,97.9,8h 14m,12.6,0.19,16.8,41.496,-3.2,-7.904000000000001,84.0,100.0,0.00,0.00
04/13/2026 01:29,04/13/2026 10:01,USDCAD,Sell,0.400,1.38693,1.38533,-2.6000,0.0000,16.0,36.92,0.27,"DVAMA_Churn",00:08:31:59,79.3,6h 46m,8.8,0.50,16.0,39.52,-8.0,-19.76,66.7,100.0,0.00,0.00
04/13/2026 01:33,04/13/2026 03:33,AUDCAD,Buy,0.400,0.97320,0.97483,-2.6000,0.0000,16.3,37.65,0.28,"DVAMA_Churn",00:02:00:24,97.5,1h 57m,7.1,0.05,16.3,40.261,-0.8,-1.9760000000000002,95.3,100.0,0.00,0.00
04/13/2026 01:31,04/13/2026 03:05,NZDCAD,Buy,0.400,0.80387,0.80546,-2.6000,0.0000,15.9,36.66,0.27,"DVAMA_Churn",00:01:34:57,100.0,1h 34m,3.6,0.06,15.9,39.273,0.0,0.0,100.0,100.0,0.00,0.00
04/13/2026 01:33,04/13/2026 03:04,EURCAD,Buy,0.400,1.61841,1.62001,-2.6000,0.0000,16.0,36.91,0.27,"DVAMA_Churn",00:01:31:14,97.9,1h 29m,6.4,0.01,16.0,39.52,-0.1,-0.24700000000000003,99.4,100.0,0.00,0.00
04/13/2026 01:37,04/13/2026 02:22,GBPJPY,Buy,0.470,214.01400,213.89400,-3.0600,0.0000,-12.0,-33.31,-0.25,"DVAMA_Churn",00:00:45:28,44.5,20m,17.7,2.11,5.7,14.364,-12.0,-30.240000000000002,32.2,0.0,-17.70,-44.60
04/13/2026 01:29,04/13/2026 01:35,GBPAUD,Sell,0.420,1.90917,1.90758,-2.7400,0.0000,15.9,37.43,0.28,"DVAMA_Churn",00:00:06:01,100.0,6m,4.2,0.06,16.3,41.239,0.0,0.0,100.0,97.5,-0.40,-1.01
04/10/2026 01:53,04/10/2026 10:05,GBPCAD,Buy,0.400,1.85512,1.85676,-2.6000,0.0000,16.4,37.98,0.28,"DVAMA_Churn",00:08:12:39,93.7,7h 41m,16.9,0.16,16.4,40.508,-2.6,-6.422000000000001,86.3,100.0,0.00,0.00
04/10/2026 01:37,04/10/2026 09:54,NZDCAD,Buy,0.400,0.80900,0.80778,-2.6000,0.0000,-12.2,-32.79,-0.24,"DVAMA_Churn",00:08:17:38,8.5,42m,14.6,5.08,2.4,5.928,-12.2,-30.134,16.4,0.0,-14.60,-36.06
04/10/2026 01:43,04/10/2026 09:04,GBPJPY,Buy,0.470,213.59400,213.75500,-3.0600,0.0000,16.1,37.58,0.28,"DVAMA_Churn",00:07:21:33,94.6,6h 57m,18.3,0.18,16.1,40.572,-2.9,-7.308,84.7,100.0,0.00,0.00
