Open Date,Close Date,Symbol,Action,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(GBP),Min(pips),Min(GBP),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(GBP)
06/04/2026 15:56,06/04/2026 16:20,XAUUSD,Buy,4507.13000,4508.87000,0.0000,0.0000,174.0,64.66,0.13,00:00:24:35,4.2,1m,3172.0,18.25,174.0,64.38,-3172.0,-1173.6399999999999,5.2,100.0,0.00,0.00
06/04/2026 15:56,06/04/2026 16:20,XAUUSD,Buy,4507.13000,4508.87000,0.0000,0.0000,174.0,64.66,0.13,00:00:24:35,4.2,1m,3172.0,18.25,174.0,64.38,-3172.0,-1173.6399999999999,5.2,100.0,0.00,0.00
06/04/2026 15:56,06/04/2026 16:20,XAUUSD,Buy,4507.18000,4508.87000,0.0000,0.0000,169.0,62.80,0.12,00:00:24:35,4.2,1m,3177.0,18.83,169.0,62.53,-3177.0,-1175.49,5.1,100.0,0.00,0.00
06/04/2026 15:56,06/04/2026 16:20,XAUUSD,Buy,4507.16000,4508.87000,0.0000,0.0000,171.0,63.55,0.13,00:00:24:35,4.2,1m,3175.0,18.59,171.0,63.269999999999996,-3175.0,-1174.75,5.1,100.0,0.00,0.00
06/04/2026 15:56,06/04/2026 16:20,XAUUSD,Buy,4507.21000,4508.87000,0.0000,0.0000,166.0,61.69,0.12,00:00:24:35,4.2,1m,3180.0,19.16,166.0,61.42,-3180.0,-1176.6,5.0,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.38000,4508.87000,0.0000,0.0000,149.0,55.37,0.11,00:00:25:13,4.0,1m,3197.0,21.46,149.0,55.13,-3197.0,-1182.8899999999999,4.5,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.40000,4508.89000,0.0000,0.0000,149.0,55.37,0.11,00:00:25:13,4.0,1m,3199.0,21.51,149.0,55.13,-3199.0,-1183.6299999999999,4.5,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.42000,4508.89000,0.0000,0.0000,147.0,54.63,0.11,00:00:25:13,4.0,1m,3201.0,21.79,147.0,54.39,-3201.0,-1184.37,4.4,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.41000,4508.89000,0.0000,0.0000,148.0,55.00,0.11,00:00:25:13,4.0,1m,3200.0,21.65,148.0,54.76,-3200.0,-1184.0,4.4,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.41000,4508.89000,0.0000,0.0000,148.0,55.00,0.11,00:00:25:14,4.0,1m,3200.0,21.65,148.0,54.76,-3200.0,-1184.0,4.4,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.41000,4508.89000,0.0000,0.0000,148.0,55.00,0.11,00:00:25:14,4.0,1m,3200.0,21.65,148.0,54.76,-3200.0,-1184.0,4.4,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.41000,4508.94000,0.0000,0.0000,153.0,56.86,0.11,00:00:25:14,4.0,1m,3200.0,20.92,153.0,56.61,-3200.0,-1184.0,4.6,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.46000,4508.89000,0.0000,0.0000,143.0,53.14,0.11,00:00:25:14,4.0,1m,3205.0,22.42,143.0,52.91,-3205.0,-1185.85,4.3,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.50000,4509.28000,0.0000,0.0000,178.0,66.15,0.13,00:00:25:14,4.0,1m,3209.0,18.05,178.0,65.86,-3209.0,-1187.33,5.3,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.53000,4509.28000,0.0000,0.0000,175.0,65.03,0.13,00:00:25:14,4.0,1m,3212.0,18.38,175.0,64.75,-3212.0,-1188.44,5.2,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.53000,4509.28000,0.0000,0.0000,175.0,65.03,0.13,00:00:25:14,4.0,1m,3212.0,18.38,175.0,64.75,-3212.0,-1188.44,5.2,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.51000,4509.28000,0.0000,0.0000,177.0,65.78,0.13,00:00:25:14,4.0,1m,3210.0,18.15,177.0,65.49,-3210.0,-1187.7,5.2,100.0,0.00,0.00
06/04/2026 15:55,06/04/2026 16:20,XAUUSD,Buy,4507.61000,4509.28000,0.0000,0.0000,167.0,62.06,0.13,00:00:25:15,4.0,1m,3220.0,19.31,167.0,61.79,-3220.0,-1191.4,4.9,100.0,0.00,0.00
06/04/2026 15:54,06/04/2026 16:20,XAUUSD,Buy,4508.72000,4509.28000,0.0000,0.0000,56.0,20.81,0.04,00:00:26:47,3.9,1m,3331.0,59.52,56.0,20.72,-3331.0,-1232.47,1.7,100.0,0.00,0.00
06/04/2026 15:54,06/04/2026 16:20,XAUUSD,Buy,4508.70000,4509.28000,0.0000,0.0000,58.0,21.55,0.04,00:00:26:47,3.9,1m,3329.0,57.47,58.0,21.46,-3329.0,-1231.73,1.7,100.0,0.00,0.00
